problematic_libraries_total,problematic_libraries_with_holding_rows,holding_rows_problematic,holding_rows_quantity_missing,holding_rows_quantity_zero,holding_rows_quantity_positive,known_positive_quantity_sum
2497,627,2828,461,0,2367,7500259.0
