problematic_libraries_total,problematic_libraries_with_special_collections,special_collection_records_problematic,consistenza_documented_records,descrizione_documented_records,datazione_documented_records,tipologia_fondo_documented_records,catalogazione_inventario_documented_records,tipologia_documentaria_documented_records,provenienza_documented_records,soggetto_produttore_documented_records
2497,0,0,0,0,0,0,0,0,0,0
