istat_code,municipality_name,population_2025,population_0_14_2025,population_15_64_2025,population_65_plus_2025,population_2019,population_0_14_2019,population_15_64_2019,population_65_plus_2019,population_change_absolute,population_change_percent,share_65_plus_2019,share_65_plus_2025,population_comparability
093018,Cordovado,2701,303,1743,655,2739.0,386.0,1696.0,657.0,-38.0,-1.3873676524278935,23.986856516977,24.25027767493521,comparable_on_2025_geography
046011,Coreglia Antelminelli,5080,494,3248,1338,5167.0,630.0,3271.0,1266.0,-87.0,-1.683762337913683,24.50164505515773,26.338582677165356,comparable_on_2025_geography
010019,Coreglia Ligure,244,21,163,60,268.0,34.0,173.0,61.0,-24.0,-8.955223880597014,22.761194029850746,24.59016393442623,comparable_on_2025_geography
060030,Coreno Ausonio,1490,168,893,429,1586.0,204.0,980.0,402.0,-96.0,-6.0529634300126105,25.346784363177804,28.79194630872483,comparable_on_2025_geography
066041,Corfinio,949,86,580,283,1023.0,109.0,668.0,246.0,-74.0,-7.233626588465299,24.04692082111437,29.820864067439413,comparable_on_2025_geography
059006,Cori,10386,1152,6660,2574,10688.0,1326.0,6904.0,2458.0,-302.0,-2.8255988023952097,22.997754491017965,24.783362218370883,comparable_on_2025_geography
099003,Coriano,10453,1231,6768,2454,10536.0,1497.0,6950.0,2089.0,-83.0,-0.7877752467729688,19.82725892179195,23.476513919448962,comparable_on_2025_geography
075023,Corigliano d'Otranto,5558,599,3387,1572,5738.0,651.0,3664.0,1423.0,-180.0,-3.1369815266643433,24.799581735796444,28.283555235696294,comparable_on_2025_geography
078157,Corigliano-Rossano,74332,10412,49065,14855,75385.0,11202.0,51341.0,12842.0,-1053.0,-1.396829608012204,17.035219208065264,19.984663402034116,comparable_on_2025_geography
042015,Corinaldo,4754,554,2796,1404,4935.0,549.0,3011.0,1375.0,-181.0,-3.667679837892604,27.86220871327254,29.533024821203195,comparable_on_2025_geography
001094,Corio,3089,279,1923,887,3193.0,341.0,1963.0,889.0,-104.0,-3.2571249608518635,27.84215471343564,28.71479443185497,comparable_on_2025_geography
082034,Corleone,10231,1332,6456,2443,10942.0,1548.0,6978.0,2416.0,-711.0,-6.497898007676842,22.080058490221166,23.878408757697194,comparable_on_2025_geography
065048,Corleto Monforte,481,38,283,160,539.0,44.0,331.0,164.0,-58.0,-10.760667903525047,30.426716141001855,33.264033264033266,comparable_on_2025_geography
076029,Corleto Perticara,2309,221,1472,616,2493.0,230.0,1640.0,623.0,-184.0,-7.3806658644203775,24.989971921379865,26.67821567778259,comparable_on_2025_geography
015086,Cormano,20744,2700,13186,4858,20313.0,2944.0,12718.0,4651.0,431.0,2.1217939250726134,22.89666715896224,23.418819899730043,comparable_on_2025_geography
031002,Cormons,7047,667,4187,2193,7177.0,782.0,4368.0,2027.0,-130.0,-1.8113417862616692,28.24299846732618,31.119625372498938,comparable_on_2025_geography
016082,Corna Imagna,923,115,612,196,921.0,155.0,597.0,169.0,2.0,0.21715526601520088,18.349619978284473,21.23510292524377,comparable_on_2025_geography
016249,Cornalba,305,38,158,109,299.0,34.0,171.0,94.0,6.0,2.0066889632107023,31.438127090301005,35.73770491803279,comparable_on_2025_geography
018191,Cornale e Bastida,796,85,467,244,845.0,98.0,502.0,245.0,-49.0,-5.798816568047338,28.994082840236686,30.65326633165829,comparable_on_2025_geography
015087,Cornaredo,20708,2478,13205,5025,20036.0,2646.0,12828.0,4562.0,672.0,3.353962866839689,22.7690157716111,24.265984160710836,comparable_on_2025_geography
108053,Cornate d'Adda,10976,1441,7126,2409,10698.0,1556.0,6947.0,2195.0,278.0,2.598616563843709,20.51785380444943,21.947886297376094,comparable_on_2025_geography
021023,Cornedo all'Isarco/Karneid,3425,522,2288,615,3448.0,606.0,2263.0,579.0,-23.0,-0.6670533642691415,16.792343387471,17.956204379562042,comparable_on_2025_geography
024034,Cornedo Vicentino,11698,1460,7479,2759,11987.0,1710.0,7659.0,2618.0,-289.0,-2.410945190623175,21.840327020939352,23.5852282441443,comparable_on_2025_geography
098021,Cornegliano Laudense,2875,332,1899,644,2882.0,375.0,1943.0,564.0,-7.0,-0.24288688410825815,19.56974323386537,22.400000000000002,comparable_on_2025_geography
004072,Corneliano d'Alba,2165,278,1386,501,2138.0,281.0,1345.0,512.0,27.0,1.262862488306829,23.947614593077642,23.140877598152425,comparable_on_2025_geography
034012,Corniglio,1772,135,981,656,1851.0,165.0,1022.0,664.0,-79.0,-4.267963263101027,35.872501350621285,37.020316027088036,comparable_on_2025_geography
030030,Corno di Rosazzo,3108,335,1902,871,3168.0,368.0,1999.0,801.0,-60.0,-1.893939393939394,25.28409090909091,28.024453024453024,comparable_on_2025_geography
098022,Corno Giovine,1134,149,697,288,1124.0,129.0,717.0,278.0,10.0,0.8896797153024912,24.733096085409255,25.396825396825395,comparable_on_2025_geography
098023,Cornovecchio,195,17,115,63,209.0,21.0,124.0,64.0,-14.0,-6.698564593301436,30.62200956937799,32.30769230769231,comparable_on_2025_geography
026023,Cornuda,6113,769,3853,1491,6233.0,875.0,4004.0,1354.0,-120.0,-1.9252366436707846,21.723086796085354,24.390642892196958,comparable_on_2025_geography
035020,Correggio,25208,3265,16200,5743,25499.0,3949.0,16137.0,5413.0,-291.0,-1.1412212243617397,21.228283462096552,22.782450015867976,comparable_on_2025_geography
108022,Correzzana,3233,489,2154,590,2985.0,522.0,1959.0,504.0,248.0,8.30820770519263,16.884422110552762,18.249304051964117,comparable_on_2025_geography
028035,Correzzola,5200,503,3345,1352,5144.0,587.0,3334.0,1223.0,56.0,1.088646967340591,23.775272161741835,26.0,comparable_on_2025_geography
013077,Corrido,851,120,576,155,812.0,133.0,534.0,145.0,39.0,4.80295566502463,17.857142857142858,18.213866039952997,comparable_on_2025_geography
043015,Corridonia,14630,1911,9142,3577,15257.0,2130.0,9711.0,3416.0,-627.0,-4.10958904109589,22.389722750213018,24.449760765550238,comparable_on_2025_geography
067021,Corropoli,5112,691,3258,1163,5051.0,731.0,3275.0,1045.0,61.0,1.2076816471985747,20.68897248069689,22.75039123630673,comparable_on_2025_geography
075024,Corsano,5077,612,3185,1280,5335.0,661.0,3563.0,1111.0,-258.0,-4.835988753514527,20.824742268041238,25.21173921607248,comparable_on_2025_geography
015093,Corsico,34694,4256,21820,8618,33553.0,4404.0,20368.0,8781.0,1141.0,3.400590111167407,26.1705361666617,24.84002997636479,comparable_on_2025_geography
005044,Corsione,192,21,122,49,222.0,26.0,128.0,68.0,-30.0,-13.513513513513514,30.630630630630627,25.520833333333332,comparable_on_2025_geography
021024,Cortaccia sulla strada del vino/Kurtatsch an der Weinstraße,2232,305,1493,434,2226.0,311.0,1506.0,409.0,6.0,0.2695417789757413,18.373764600179694,19.444444444444446,comparable_on_2025_geography
079034,Cortale,1838,171,1048,619,2020.0,196.0,1205.0,619.0,-182.0,-9.009900990099009,30.643564356435643,33.67791077257889,comparable_on_2025_geography
005045,Cortandone,318,29,197,92,314.0,38.0,178.0,98.0,4.0,1.2738853503184715,31.210191082802545,28.930817610062892,comparable_on_2025_geography
005046,Cortanze,256,31,158,67,281.0,36.0,162.0,83.0,-25.0,-8.896797153024911,29.537366548042705,26.171875,comparable_on_2025_geography
005047,Cortazzone,592,50,375,167,605.0,74.0,381.0,150.0,-13.0,-2.1487603305785123,24.793388429752067,28.209459459459456,comparable_on_2025_geography
033017,Corte Brugnatella,521,30,286,205,588.0,28.0,335.0,225.0,-67.0,-11.394557823129253,38.265306122448976,39.34740882917466,comparable_on_2025_geography
019032,Corte de' Cortesi con Cignone,1061,124,722,215,1072.0,156.0,689.0,227.0,-11.0,-1.0261194029850746,21.175373134328357,20.263901979264844,comparable_on_2025_geography
019033,Corte de' Frati,1309,154,794,361,1358.0,168.0,835.0,355.0,-49.0,-3.608247422680412,26.141384388807072,27.57830404889228,comparable_on_2025_geography
017062,Corte Franca,7179,873,4681,1625,7155.0,1033.0,4739.0,1383.0,24.0,0.3354297693920335,19.329140461215932,22.635464549380135,comparable_on_2025_geography
033018,Cortemaggiore,4687,633,2920,1134,4614.0,618.0,2904.0,1092.0,73.0,1.5821413090593843,23.667100130039014,24.194580755280562,comparable_on_2025_geography
004073,Cortemilia,2107,200,1244,663,2273.0,250.0,1363.0,660.0,-166.0,-7.30312362516498,29.036515618125826,31.46654010441386,comparable_on_2025_geography
017063,Corteno Golgi,1896,193,1211,492,1956.0,243.0,1275.0,438.0,-60.0,-3.067484662576687,22.392638036809817,25.949367088607595,comparable_on_2025_geography
097025,Cortenova,1170,117,748,305,1167.0,139.0,730.0,298.0,3.0,0.2570694087403599,25.535561268209083,26.06837606837607,comparable_on_2025_geography
016083,Cortenuova,1974,249,1341,384,1922.0,314.0,1274.0,334.0,52.0,2.705515088449532,17.377731529656607,19.45288753799392,comparable_on_2025_geography
018192,Corteolona e Genzone,2569,343,1607,619,2486.0,321.0,1618.0,547.0,83.0,3.3386967015285602,22.00321802091714,24.094978590891397,comparable_on_2025_geography
098024,Corte Palasio,1508,177,1004,327,1511.0,189.0,1030.0,292.0,-3.0,-0.1985440105890139,19.324950363997353,21.684350132625994,comparable_on_2025_geography
005048,Cortiglione,518,48,319,151,545.0,71.0,330.0,144.0,-27.0,-4.954128440366973,26.422018348623855,29.150579150579148,comparable_on_2025_geography
025016,Cortina d'Ampezzo,5491,446,3342,1703,5810.0,602.0,3563.0,1645.0,-319.0,-5.490533562822719,28.313253012048197,31.014387179020215,comparable_on_2025_geography
021025,Cortina sulla strada del vino/Kurtinig an der Weinstraße,662,84,427,151,660.0,90.0,445.0,125.0,2.0,0.30303030303030304,18.939393939393938,22.80966767371601,comparable_on_2025_geography
067022,Cortino,562,40,330,192,620.0,52.0,355.0,213.0,-58.0,-9.35483870967742,34.35483870967742,34.16370106761566,comparable_on_2025_geography
051017,Cortona,20834,2177,12461,6196,21766.0,2425.0,13363.0,5978.0,-932.0,-4.281907562253055,27.46485344114674,29.739848324853607,comparable_on_2025_geography
068016,Corvara,199,9,118,72,237.0,26.0,130.0,81.0,-38.0,-16.033755274261605,34.177215189873415,36.18090452261307,comparable_on_2025_geography
021026,Corvara in Badia/Corvara,1446,202,953,291,1380.0,217.0,887.0,276.0,66.0,4.782608695652174,20.0,20.12448132780083,comparable_on_2025_geography
018057,Corvino San Quirico,936,71,538,327,1017.0,93.0,581.0,343.0,-81.0,-7.964601769911504,33.726647000983284,34.93589743589743,comparable_on_2025_geography
017064,Corzano,1529,209,1024,296,1411.0,232.0,908.0,271.0,118.0,8.362863217576187,19.20623671155209,19.35905820797907,comparable_on_2025_geography
030031,Coseano,1996,181,1214,601,2168.0,254.0,1341.0,573.0,-172.0,-7.9335793357933575,26.429889298892988,30.11022044088176,comparable_on_2025_geography
078045,Cosenza,63240,7480,39680,16080,66102.0,7980.0,42502.0,15620.0,-2862.0,-4.329672324589271,23.63014734803788,25.426944971537,comparable_on_2025_geography
008023,Cosio d'Arroscia,170,11,82,77,194.0,13.0,94.0,87.0,-24.0,-12.371134020618557,44.84536082474227,45.294117647058826,comparable_on_2025_geography
014024,Cosio Valtellino,5559,676,3479,1404,5507.0,720.0,3590.0,1197.0,52.0,0.9442527692028327,21.735972398765206,25.25634106853751,comparable_on_2025_geography
080030,Cosoleto,752,96,465,191,848.0,121.0,540.0,187.0,-96.0,-11.320754716981133,22.05188679245283,25.398936170212767,comparable_on_2025_geography
004074,Cossano Belbo,855,84,502,269,950.0,107.0,568.0,275.0,-95.0,-10.0,28.947368421052634,31.46198830409357,comparable_on_2025_geography
001095,Cossano Canavese,411,30,243,138,491.0,47.0,285.0,159.0,-80.0,-16.293279022403258,32.382892057026474,33.57664233576642,comparable_on_2025_geography
096020,Cossato,13868,1360,8231,4277,14466.0,1546.0,8671.0,4249.0,-598.0,-4.1338310521222175,29.37232130512927,30.84078453994808,comparable_on_2025_geography
009026,Cosseria,1019,103,627,289,1072.0,133.0,652.0,287.0,-53.0,-4.9440298507462686,26.77238805970149,28.361138370951917,comparable_on_2025_geography
044016,Cossignano,862,58,505,299,931.0,71.0,580.0,280.0,-69.0,-7.411385606874328,30.075187969924812,34.68677494199536,comparable_on_2025_geography
103023,Cossogno,667,78,422,167,680.0,88.0,447.0,145.0,-13.0,-1.911764705882353,21.323529411764707,25.037481259370313,comparable_on_2025_geography
090027,Cossoine,757,58,424,275,818.0,76.0,495.0,247.0,-61.0,-7.45721271393643,30.195599022004888,36.327608982826945,comparable_on_2025_geography
005049,Cossombrato,513,62,299,152,502.0,65.0,312.0,125.0,11.0,2.1912350597609564,24.900398406374503,29.629629629629626,comparable_on_2025_geography
024035,Costabissara,7640,1047,4918,1675,7659.0,1221.0,4969.0,1469.0,-19.0,-0.24807416111763936,19.180049614832225,21.924083769633505,comparable_on_2025_geography
054016,Costacciaro,1031,78,601,352,1156.0,102.0,695.0,359.0,-125.0,-10.813148788927336,31.055363321799305,34.14161008729389,comparable_on_2025_geography
018058,Costa de' Nobili,353,39,222,92,391.0,54.0,242.0,95.0,-38.0,-9.718670076726342,24.296675191815854,26.062322946175637,comparable_on_2025_geography
016084,Costa di Mezzate,3443,465,2329,649,3306.0,562.0,2201.0,543.0,137.0,4.143980641258318,16.424682395644282,18.849840255591054,comparable_on_2025_geography
029018,Costa di Rovigo,2457,270,1414,773,2499.0,244.0,1523.0,732.0,-42.0,-1.680672268907563,29.29171668667467,31.46113146113146,comparable_on_2025_geography
097026,Costa Masnaga,4751,671,2970,1110,4775.0,703.0,3053.0,1019.0,-24.0,-0.5026178010471204,21.340314136125656,23.363502420543046,comparable_on_2025_geography
002047,Costanzana,778,80,455,243,763.0,79.0,440.0,244.0,15.0,1.9659239842726082,31.97903014416776,31.233933161953725,comparable_on_2025_geography
008024,Costarainera,772,74,479,219,767.0,72.0,498.0,197.0,5.0,0.651890482398957,25.684485006518905,28.367875647668395,comparable_on_2025_geography
016247,Costa Serina,900,83,507,310,906.0,84.0,561.0,261.0,-6.0,-0.6622516556291391,28.807947019867548,34.44444444444444,comparable_on_2025_geography
016085,Costa Valle Imagna,563,44,344,175,574.0,47.0,346.0,181.0,-11.0,-1.9163763066202089,31.53310104529617,31.08348134991119,comparable_on_2025_geography
006062,Costa Vescovato,313,27,183,103,326.0,39.0,187.0,100.0,-13.0,-3.9877300613496933,30.67484662576687,32.9073482428115,comparable_on_2025_geography
016086,Costa Volpino,8805,1082,5455,2268,9131.0,1272.0,5672.0,2187.0,-326.0,-3.5702551746796622,23.951374438725225,25.75809199318569,comparable_on_2025_geography
023030,Costermano sul Garda,3967,464,2660,843,3771.0,542.0,2570.0,659.0,196.0,5.197560328825245,17.47547069742774,21.250315099571466,comparable_on_2025_geography
005050,Costigliole d'Asti,5693,629,3461,1603,5760.0,710.0,3524.0,1526.0,-67.0,-1.1631944444444444,26.493055555555557,28.15738626383278,comparable_on_2025_geography
004075,Costigliole Saluzzo,3292,425,2062,805,3297.0,457.0,2090.0,750.0,-5.0,-0.1516530178950561,22.747952684258415,24.45321992709599,comparable_on_2025_geography
039009,Cotignola,7348,877,4450,2021,7376.0,1007.0,4462.0,1907.0,-28.0,-0.3796095444685466,25.85412147505423,27.504082743603703,comparable_on_2025_geography
101009,Cotronei,5132,692,3207,1233,5410.0,758.0,3507.0,1145.0,-278.0,-5.138632162661738,21.164510166358593,24.0257209664848,comparable_on_2025_geography
057026,Cottanello,529,66,294,169,532.0,58.0,293.0,181.0,-3.0,-0.5639097744360901,34.02255639097744,31.947069943289225,comparable_on_2025_geography
007022,Courmayeur,2521,236,1624,661,2771.0,325.0,1810.0,636.0,-250.0,-9.022013713460844,22.952002887044387,26.219754065846885,comparable_on_2025_geography
016087,Covo,4340,699,2833,808,4037.0,691.0,2603.0,743.0,303.0,7.505573445627942,18.404756006935845,18.617511520737327,comparable_on_2025_geography
018059,Cozzo,337,18,212,107,368.0,27.0,248.0,93.0,-31.0,-8.423913043478262,25.271739130434785,31.750741839762615,comparable_on_2025_geography
077007,Craco,587,58,365,164,667.0,72.0,418.0,177.0,-80.0,-11.994002998500749,26.536731634182907,27.938671209540033,comparable_on_2025_geography
097027,Crandola Valsassina,262,30,153,79,256.0,33.0,163.0,60.0,6.0,2.34375,23.4375,30.15267175572519,comparable_on_2025_geography
002048,Cravagliana,246,14,144,88,252.0,20.0,138.0,94.0,-6.0,-2.380952380952381,37.301587301587304,35.77235772357724,comparable_on_2025_geography
004076,Cravanzana,343,35,203,105,365.0,41.0,214.0,110.0,-22.0,-6.027397260273973,30.136986301369863,30.612244897959183,comparable_on_2025_geography
103024,Craveggia,802,83,526,193,759.0,74.0,497.0,188.0,43.0,5.665349143610013,24.769433465085637,24.064837905236907,comparable_on_2025_geography
024036,Creazzo,11160,1302,7127,2731,11274.0,1556.0,7202.0,2516.0,-114.0,-1.0111761575306013,22.316835196026254,24.47132616487455,comparable_on_2025_geography
069027,Crecchio,2601,271,1492,838,2777.0,296.0,1652.0,829.0,-176.0,-6.337774576881527,29.852358660424922,32.21837754709727,comparable_on_2025_geography
016088,Credaro,3533,510,2412,611,3457.0,605.0,2317.0,535.0,76.0,2.198437951981487,15.475846109343362,17.29408434757996,comparable_on_2025_geography
019034,Credera Rubbiano,1514,138,909,467,1565.0,180.0,974.0,411.0,-51.0,-3.258785942492013,26.26198083067093,30.84544253632761,comparable_on_2025_geography
019035,Crema,34012,3792,20858,9362,34368.0,4218.0,21221.0,8929.0,-356.0,-1.0358472998137802,25.980563314711357,27.525579207338584,comparable_on_2025_geography
097028,Cremella,1689,188,1078,423,1710.0,211.0,1130.0,369.0,-21.0,-1.2280701754385965,21.578947368421055,25.044404973357015,comparable_on_2025_geography
012056,Cremenaga,770,96,502,172,786.0,119.0,509.0,158.0,-16.0,-2.035623409669211,20.10178117048346,22.337662337662337,comparable_on_2025_geography
097029,Cremeno,1787,189,1236,362,1638.0,220.0,1111.0,307.0,149.0,9.096459096459096,18.742368742368743,20.25741466144376,comparable_on_2025_geography
013083,Cremia,698,73,411,214,672.0,72.0,400.0,200.0,26.0,3.869047619047619,29.761904761904763,30.659025787965614,comparable_on_2025_geography
006063,Cremolino,1013,99,605,309,1069.0,123.0,653.0,293.0,-56.0,-5.238540692235735,27.408793264733394,30.50345508390918,comparable_on_2025_geography
019036,Cremona,70922,7859,43911,19152,72274.0,8400.0,44468.0,19406.0,-1352.0,-1.8706588814788168,26.850596341699646,27.004314599137082,comparable_on_2025_geography
019037,Cremosano,1728,260,1113,355,1753.0,291.0,1172.0,290.0,-25.0,-1.426126640045636,16.543069024529377,20.54398148148148,comparable_on_2025_geography
002049,Crescentino,7544,834,4736,1974,7728.0,945.0,4823.0,1960.0,-184.0,-2.380952380952381,25.36231884057971,26.166489925768822,comparable_on_2025_geography
024037,Crespadoro,1244,153,811,280,1297.0,183.0,868.0,246.0,-53.0,-4.086353122590594,18.966846569005398,22.508038585209004,comparable_on_2025_geography
098025,Crespiatica,2222,305,1506,411,2257.0,358.0,1520.0,379.0,-35.0,-1.55073105892778,16.792202038103675,18.496849684968495,comparable_on_2025_geography
050041,Crespina Lorenzana,5412,621,3375,1416,5439.0,698.0,3430.0,1311.0,-27.0,-0.4964147821290678,24.10369553226696,26.164079822616408,comparable_on_2025_geography
029019,Crespino,1741,183,1005,553,1781.0,176.0,1020.0,585.0,-40.0,-2.2459292532285233,32.846715328467155,31.763354394026422,comparable_on_2025_geography
003055,Cressa,1558,168,975,415,1601.0,242.0,966.0,393.0,-43.0,-2.6858213616489697,24.547158026233603,26.63671373555841,comparable_on_2025_geography
096021,Crevacuore,1377,128,784,465,1497.0,159.0,854.0,484.0,-120.0,-8.016032064128256,32.331329325317306,33.769063180827885,comparable_on_2025_geography
037024,Crevalcore,14105,1861,9063,3181,13650.0,1965.0,8569.0,3116.0,455.0,3.3333333333333335,22.82783882783883,22.552286423254163,comparable_on_2025_geography
103025,Crevoladossola,4435,484,2766,1185,4547.0,549.0,2891.0,1107.0,-112.0,-2.463162524741588,24.345722454365514,26.719278466741827,comparable_on_2025_geography
063030,Crispano,11660,1633,8127,1900,12157.0,2021.0,8608.0,1528.0,-497.0,-4.0881796495846014,12.568890351237972,16.295025728987994,comparable_on_2025_geography
073004,Crispiano,12939,1680,8046,3213,13391.0,1964.0,8433.0,2994.0,-452.0,-3.375401388992607,22.358300350982002,24.831903547414793,comparable_on_2025_geography
004077,Crissolo,145,9,82,54,164.0,16.0,98.0,50.0,-19.0,-11.585365853658537,30.48780487804878,37.24137931034483,comparable_on_2025_geography
010020,Crocefieschi,530,38,311,181,531.0,40.0,316.0,175.0,-1.0,-0.18832391713747645,32.95668549905838,34.15094339622641,comparable_on_2025_geography
026025,Crocetta del Montello,6032,848,3612,1572,6102.0,885.0,3781.0,1436.0,-70.0,-1.1471648639790233,23.533267781055393,26.061007957559685,comparable_on_2025_geography
103026,Crodo,1437,140,857,440,1388.0,156.0,834.0,398.0,49.0,3.5302593659942363,28.674351585014406,30.619345859429366,comparable_on_2025_geography
067023,Crognaleto,1047,64,599,384,1194.0,94.0,733.0,367.0,-147.0,-12.311557788944723,30.73701842546064,36.67621776504298,comparable_on_2025_geography
078046,Cropalati,969,106,594,269,1041.0,131.0,655.0,255.0,-72.0,-6.9164265129683,24.495677233429394,27.76057791537668,comparable_on_2025_geography
079036,Cropani,4869,711,3132,1026,4689.0,704.0,3100.0,885.0,180.0,3.8387715930902107,18.87396033269354,21.072088724584106,comparable_on_2025_geography
078047,Crosia,9571,1365,6283,1923,9708.0,1505.0,6519.0,1684.0,-137.0,-1.4112072517511332,17.34651833539349,20.091944415421587,comparable_on_2025_geography
012057,Crosio della Valle,623,74,385,164,593.0,73.0,370.0,150.0,30.0,5.059021922428331,25.29510961214165,26.324237560192614,comparable_on_2025_geography
101010,Crotone,58372,7833,37764,12775,62966.0,8935.0,42839.0,11192.0,-4594.0,-7.2960010164215605,17.774672045230762,21.88549304461043,comparable_on_2025_geography
019038,Crotta d'Adda,610,74,395,141,641.0,90.0,385.0,166.0,-31.0,-4.83619344773791,25.897035881435258,23.114754098360656,comparable_on_2025_geography
002052,Crova,357,34,204,119,405.0,39.0,242.0,124.0,-48.0,-11.851851851851853,30.617283950617285,33.33333333333333,comparable_on_2025_geography
022068,Croviana,684,66,454,164,680.0,80.0,467.0,133.0,4.0,0.5882352941176471,19.558823529411764,23.976608187134502,comparable_on_2025_geography
101011,Crucoli,2753,320,1607,826,2972.0,383.0,1792.0,797.0,-219.0,-7.368775235531628,26.816958277254376,30.00363240101707,comparable_on_2025_geography
012058,Cuasso al Monte,3531,430,2311,790,3540.0,516.0,2326.0,698.0,-9.0,-0.2542372881355932,19.717514124293785,22.37326536391957,comparable_on_2025_geography
065049,Cuccaro Vetere,511,46,311,154,563.0,55.0,347.0,161.0,-52.0,-9.236234458259325,28.596802841918294,30.136986301369863,comparable_on_2025_geography
013084,Cucciago,3402,382,2128,892,3467.0,455.0,2246.0,766.0,-65.0,-1.874819728872224,22.094029420248056,26.21987066431511,comparable_on_2025_geography
001096,Cuceglio,923,98,567,258,983.0,103.0,637.0,243.0,-60.0,-6.1037639877924725,24.720244150559513,27.952329360780066,comparable_on_2025_geography
015096,Cuggiono,8171,942,5220,2009,8169.0,1124.0,5184.0,1861.0,2.0,0.02448280083241523,22.78124617456237,24.5869538612165,comparable_on_2025_geography
012059,Cugliate-Fabiasco,3116,410,2049,657,2985.0,451.0,1948.0,586.0,131.0,4.388609715242882,19.63149078726968,21.084724005134788,comparable_on_2025_geography
095019,Cuglieri,2439,201,1370,868,2582.0,215.0,1453.0,914.0,-143.0,-5.538342370255616,35.39891556932611,35.58835588355883,comparable_on_2025_geography
068017,Cugnoli,1342,130,826,386,1416.0,132.0,905.0,379.0,-74.0,-5.2259887005649714,26.76553672316384,28.763040238450078,comparable_on_2025_geography
001097,Cumiana,7793,863,4838,2092,7922.0,1045.0,4926.0,1951.0,-129.0,-1.628376672557435,24.627619288058572,26.844604131913258,comparable_on_2025_geography
019039,Cumignano sul Naviglio,399,41,252,106,433.0,60.0,282.0,91.0,-34.0,-7.852193995381063,21.016166281755197,26.56641604010025,comparable_on_2025_geography
012060,Cunardo,2882,374,1907,601,2939.0,434.0,1930.0,575.0,-57.0,-1.9394351820347058,19.564477713507998,20.85357390700902,comparable_on_2025_geography
004078,Cuneo,55751,6438,34391,14922,56155.0,6943.0,34936.0,14276.0,-404.0,-0.71943727183688,25.422491318671536,26.765439184947354,comparable_on_2025_geography
005051,Cunico,427,37,256,134,471.0,60.0,265.0,146.0,-44.0,-9.341825902335456,30.997876857749468,31.381733021077284,comparable_on_2025_geography
001098,Cuorgnè,9495,1083,5807,2605,9665.0,1168.0,5970.0,2527.0,-170.0,-1.758923952405587,26.145887221934817,27.435492364402318,comparable_on_2025_geography
069028,Cupello,4883,634,3160,1089,4832.0,685.0,3152.0,995.0,51.0,1.0554635761589404,20.591887417218544,22.301863608437436,comparable_on_2025_geography
044017,Cupra Marittima,5354,618,3278,1458,5387.0,660.0,3345.0,1382.0,-33.0,-0.6125858548357156,25.654353072210878,27.231976092641013,comparable_on_2025_geography
042016,Cupramontana,4348,480,2597,1271,4593.0,589.0,2732.0,1272.0,-245.0,-5.334204223818855,27.694317439581972,29.23183072677093,comparable_on_2025_geography
018060,Cura Carpignano,5080,711,3559,810,4944.0,809.0,3450.0,685.0,136.0,2.750809061488673,13.855177993527509,15.94488188976378,comparable_on_2025_geography
095077,Curcuris,299,34,186,79,295.0,30.0,187.0,78.0,4.0,1.3559322033898304,26.440677966101696,26.421404682274247,comparable_on_2025_geography
003058,Cureggio,2584,305,1651,628,2609.0,343.0,1680.0,586.0,-25.0,-0.9582215408202376,22.46071291682637,24.30340557275542,comparable_on_2025_geography
012061,Curiglia con Monteviasco,141,8,82,51,166.0,19.0,96.0,51.0,-25.0,-15.060240963855422,30.72289156626506,36.17021276595745,comparable_on_2025_geography
079039,Curinga,6394,782,4113,1499,6646.0,870.0,4415.0,1361.0,-252.0,-3.7917544387601567,20.478483298224496,23.443853612761963,comparable_on_2025_geography
096023,Curino,462,42,275,145,475.0,59.0,269.0,147.0,-13.0,-2.736842105263158,30.94736842105263,31.38528138528138,comparable_on_2025_geography
016089,Curno,7569,888,4840,1841,7424.0,984.0,4688.0,1752.0,145.0,1.953125,23.599137931034484,24.322896023252742,comparable_on_2025_geography
021027,Curon Venosta/Graun im Vinschgau,2391,360,1571,460,2346.0,394.0,1530.0,422.0,45.0,1.9181585677749362,17.988064791133844,19.238812212463404,comparable_on_2025_geography
075025,Cursi,3821,400,2375,1046,4047.0,480.0,2623.0,944.0,-226.0,-5.584383493946133,23.32592043489004,27.375032713949228,comparable_on_2025_geography
028036,Curtarolo,7176,880,4671,1625,7217.0,977.0,4763.0,1477.0,-41.0,-0.5681030899265623,20.46556741028128,22.644927536231883,comparable_on_2025_geography
020021,Curtatone,14739,1780,9393,3566,14856.0,2047.0,9423.0,3386.0,-117.0,-0.7875605815831987,22.792137856758213,24.194314403962277,comparable_on_2025_geography
061032,Curti,6646,787,4347,1512,6952.0,984.0,4574.0,1394.0,-306.0,-4.401611047180667,20.051783659378597,22.750526632560938,comparable_on_2025_geography
015097,Cusago,4788,690,3168,930,4117.0,653.0,2751.0,713.0,671.0,16.298275443283945,17.318435754189945,19.423558897243108,comparable_on_2025_geography
015098,Cusano Milanino,19016,2171,11276,5569,18328.0,2237.0,10816.0,5275.0,688.0,3.7538192928852028,28.781099956350936,29.285864535128315,comparable_on_2025_geography
062026,Cusano Mutri,3743,450,2287,1006,3985.0,485.0,2536.0,964.0,-242.0,-6.072772898368884,24.190715181932244,26.87683676195565,comparable_on_2025_geography
013085,Cusino,243,24,154,65,212.0,19.0,130.0,63.0,31.0,14.622641509433961,29.71698113207547,26.74897119341564,comparable_on_2025_geography
