isil,sbn_code,acnp_code,cei_code,cmbs_code,rism_code,census_year,updated_date,name_original,name_normalized,address_original,address_normalized,hamlet,postal_code,municipality_name,istat_code,province_name,province_istat_code,province_abbrev,region,latitude_original,longitude_original,restricted_access,disabled_access,administrative_type,functional_type,owning_entity,source_status,latitude,longitude,coordinate_quality_flag
IT-AG0096,PAL02,,,,,,2020-02-20,Biblioteca del Circolo didattico S.G. Bosco,Biblioteca del Circolo didattico S.G. Bosco,Via Dante 258,Via Dante 258,,92100,Agrigento,084001,Agrigento,084,AG,SICILIA,37.311634,13.5705384,,,Presidenza del consiglio dei ministri e ministeri,Scolastica,"Ministero dell'istruzione, dell'università e della ricerca",,37.311634,13.5705384,valid_world_range
IT-AG0097,PAL25,,,,,,2021-02-05,Biblioteca dell'Istituto professionale per i servizi commerciali e turistici Nicolò Gallo,Biblioteca dell'Istituto professionale per i servizi commerciali e turistici Nicolò Gallo,via F. Quartararo Pittore snc,via F. Quartararo Pittore snc,,92100,Agrigento,084001,Agrigento,084,AG,SICILIA,37.3130698,13.5799543,,,Presidenza del consiglio dei ministri e ministeri,Scolastica,"Ministero dell'istruzione, dell'università e della ricerca",,37.3130698,13.5799543,valid_world_range
IT-AG0098,,,,,,2023,2023-12-22,Biblioteca Comunale,Biblioteca Comunale,Corso Vittorio Veneto snc,Corso Vittorio Veneto snc,,snc,Camastra,084008,Agrigento,084,AG,SICILIA,37.2534645,13.792158,False,,Comune,Pubblica,Comune di Camastra,Temporaneamente chiusa,37.2534645,13.792158,valid_world_range
IT-AG0099,AGR25,,,,,2023,2023-12-22,Biblioteca della Fondazione Giovanni Guarino Amella,Biblioteca della Fondazione Giovanni Guarino Amella,Contrada Montagna,Contrada Montagna,Villa del Buon Riposo,92024,Canicattì,084011,Agrigento,084,AG,SICILIA,37.3581785,13.8506902,False,Parzialmente accessibile,"Accademie, associazioni, fondazioni, istituti, societa' (privati)",Specializzata,Fondazione Giovanni Guarino Amella,,37.3581785,13.8506902,valid_world_range
IT-AG0134,,PA074,,,,2017,2019-01-10,Biblioteca del Polo territoriale universitario di Agrigento. Università degli studi di Palermo,Biblioteca del Polo territoriale universitario di Agrigento. Università degli studi di Palermo,Via Ugo La Malfa,Via Ugo La Malfa,,92100,Agrigento,084001,Agrigento,084,AG,SICILIA,37.3020872850997,13.5929968772461,False,Accessibile,Universita' statali,Istituto di insegnamento superiore,Università degli studi di Palermo,,37.3020872850997,13.5929968772461,valid_world_range
IT-AG0135,,,,,,2018,2018-07-11,"Biblioteca scolastica ""Onofrio Lo Dico""","Biblioteca scolastica ""Onofrio Lo Dico""",Via Empedocle 169,Via Empedocle 169,,92100,Agrigento,084001,Agrigento,084,AG,SICILIA,37.3097086667542,13.5832845398811,True,,Presidenza del consiglio dei ministri e ministeri,Scolastica,"Ministero dell'istruzione, dell'università e della ricerca. Liceo Classico Empedocle",,37.3097086667542,13.5832845398811,valid_world_range
IT-AG0136,,,,,,,2023-10-27,"Bibliofonoteca “Ettore Gaiezza” del Conservatorio ""Arturo Toscanini""","Bibliofonoteca “Ettore Gaiezza” del Conservatorio ""Arturo Toscanini""","Corso Umberto I, 359","Corso Umberto I, 359",,92016,Ribera,084033,Agrigento,084,AG,SICILIA,37.50526498929279,13.273916126458758,False,,Aziende ed amministrazioni dello stato ad ordinamento autonomo,Istituto di insegnamento superiore,Libero Consorzio dei Comuni di Agrigento - Il Conservatorio Statale di Musica “Arturo Toscanini”,,37.50526498929279,13.273916126458758,valid_world_range
IT-AG0137,,,,,,,2025-01-20,Biblioteca Scolastica dell’IIS Luigi Pirandello,Biblioteca Scolastica dell’IIS Luigi Pirandello,"C/Da Paratore, 135","C/Da Paratore, 135",,92010,Bivona,084004,Agrigento,084,AG,SICILIA,37.6256496,13.4434873,False,Accessibile,Presidenza del consiglio dei ministri e ministeri,Scolastica,"Ministero dell'istruzione, dell'università e della ricerca. IIS Luigi Pirandello",,37.6256496,13.4434873,valid_world_range
IT-AG0138,,,,,,,2026-04-10,Biblioteca Sociale – Magione Bastiglia,Biblioteca Sociale – Magione Bastiglia,Palazzo Bastiglia - Viale Santa Elisabetta d’Ungheria,Palazzo Bastiglia - Viale Santa Elisabetta d’Ungheria,,92025,Casteltermini,084012,Agrigento,084,AG,SICILIA,37.542613,13.648409,False,Accessibile,"Accademie, associazioni, fondazioni, istituti, societa' (privati)",Pubblica,Ordine di San Giorgio – Magione Bastiglia – Biblioteca Sociale APS e ASD,,37.542613,13.648409,valid_world_range
IT-AG0139,,,,,,,2026-04-10,Biblioteca dell’Ordine di San Giorgio,Biblioteca dell’Ordine di San Giorgio,"Via Beato G. Cusmano, 3","Via Beato G. Cusmano, 3",,92020,Camastra,084008,Agrigento,084,AG,SICILIA,37.2522942,13.7935999,False,Accessibile,"Accademie, associazioni, fondazioni, istituti, societa' (privati)",Specializzata,ASD APS Ordine di San Giorgio – Precettoria la Fulgentissima ETS,,37.2522942,13.7935999,valid_world_range
IT-AL0001,TO036,,,,I-ACTc,2023,2025-04-11,"Biblioteca civica di Acqui Terme ""La Fabbrica dei Libri""","Biblioteca civica di Acqui Terme ""La Fabbrica dei Libri""",Via Maggiorino Ferraris 15,Via Maggiorino Ferraris 15,,15011,Acqui Terme,006001,Alessandria,006,AL,PIEMONTE,44.6781703,8.465604599999999,False,Accessibile,Comune,Pubblica,Comune di Acqui Terme,,44.6781703,8.465604599999999,valid_world_range
IT-AL0002,TO041,,,,I-ALEciv,2023,2026-08-25,Biblioteca civica Francesca Calvo di Alessandria,Biblioteca civica Francesca Calvo di Alessandria,Piazza Vittorio Veneto 1,Piazza Vittorio Veneto 1,,15121,Alessandria,006003,Alessandria,006,AL,PIEMONTE,44.9114484,8.6193907,False,Accessibile,Comune,Pubblica,Comune di Alessandria,,44.9114484,8.6193907,valid_world_range
IT-AL0003,TO0X1,,,,I-ALEa,2022,2026-06-23,Biblioteca dell'Archivio di Stato di Alessandria,Biblioteca dell'Archivio di Stato di Alessandria,Via Giorgio Solero 43,Via Giorgio Solero 43,,15121,Alessandria,006003,Alessandria,006,AL,PIEMONTE,44.91380059999999,8.626132799999999,False,Parzialmente accessibile,Direzione Generale Archivi,Specializzata,Ministero della Cultura. Archivio di Stato di Alessandria,,44.91380059999999,8.626132799999999,valid_world_range
IT-AL0004,TO0GQ,,CEI512B00001,,,,2025-12-02,Biblioteca diocesana del Seminario vescovile,Biblioteca diocesana del Seminario vescovile,"Via Inviziati, 1","Via Inviziati, 1",,15121,Alessandria,006003,Alessandria,006,AL,PIEMONTE,44.9169522,8.6130294,False,Non accessibile,Enti ecclesiastici,Importante non specializzata,Diocesi di Alessandria,,44.9169522,8.6130294,valid_world_range
IT-AL0005,,,,,,,,Biblioteca militare del Presidio,Biblioteca militare del Presidio,Piazza San Martino,Piazza San Martino,,15100,Alessandria,006003,Alessandria,006,AL,PIEMONTE,44.91564,8.606235,,,Presidenza del consiglio dei ministri e ministeri,NON SPECIFICATA,Ministero della difesa,Biblioteca non più esistente,44.91564,8.606235,valid_world_range
IT-AL0006,,,,,,,,"Biblioteca delle Societa' di storia, arte e archeologia per le province di Alessandria e Asti","Biblioteca delle Societa' di storia, arte e archeologia per le province di Alessandria e Asti",Via Plana 42,Via Plana 42,,15100,Alessandria,006003,Alessandria,006,AL,PIEMONTE,44.9148321,8.6186655,False,,"Accademie, associazioni, fondazioni, istituti (pubblici)",Specializzata,"Societa' di storia, arte e archeologia per le province di Alessandria e Asti",,44.9148321,8.6186655,valid_world_range
IT-AL0007,,,,,,2023,2026-06-01,"Biblioteca della Camera di Commercio di Alessandria-Asti, Sede Centrale Alessandria","Biblioteca della Camera di Commercio di Alessandria-Asti, Sede Centrale Alessandria",Via Vochieri 58,Via Vochieri 58,,15121,Alessandria,006003,Alessandria,006,AL,PIEMONTE,44.9149822,8.611836799999999,False,Accessibile,"Camere di commercio, industria, artigianato",Specializzata,"Camera di commercio, industria, artigianato e agricoltura - CCIAA di Alessandria",,44.9149822,8.611836799999999,valid_world_range
IT-AL0008,,,,,,2023,2023-12-22,Biblioteca civica,Biblioteca civica,Via Roma 6,Via Roma 6,,15021,Alfiano Natta,006004,Alessandria,006,AL,PIEMONTE,45.0470654,8.2085733,False,Accessibile,Comune,Pubblica,Comune di Alfiano Natta,,45.0470654,8.2085733,valid_world_range
IT-AL0009,TO0QM,,,,,2023,2023-12-22,Biblioteca civica,Biblioteca civica,Piazza Guacchione 1,Piazza Guacchione 1,,15010,Alice Bel Colle,006005,Alessandria,006,AL,PIEMONTE,44.7256367,8.4514592,False,Accessibile,Comune,Pubblica,Comune di Alice Bel Colle,,44.7256367,8.4514592,valid_world_range
IT-AL0011,TO0K3,,,,,,2025-10-29,"Biblioteca civica ""Gaetano Poggi""","Biblioteca civica ""Gaetano Poggi""",Piazza S. Bertelli 19,Piazza S. Bertelli 19,,15061,Arquata Scrivia,006009,Alessandria,006,AL,PIEMONTE,44.686658,8.885989,False,Accessibile,Comune,Pubblica,Comune di Arquata Scrivia,,44.686658,8.885989,valid_world_range
IT-AL0013,,,,,,2019,2021-04-13,Biblioteca civica,Biblioteca civica,via della Vittoria 17,via della Vittoria 17,,15042,Bassignana,006013,Alessandria,006,AL,PIEMONTE,45.0027058,8.7348939,False,,Comune,Pubblica,Comune di Bassignana,Biblioteca non più esistente,45.0027058,8.7348939,valid_world_range
IT-AL0014,TO0Q1,,,,,2023,2025-04-14,Biblioteca civica,Biblioteca civica,"Via Saracco, 31","Via Saracco, 31",,15012,Bistagno,006017,Alessandria,006,AL,PIEMONTE,44.6602097,8.3699538,False,Accessibile,Comune,Pubblica,Comune di Bistagno,,44.6602097,8.3699538,valid_world_range
IT-AL0015,TO0KQ,,,,,2023,2023-12-22,Biblioteca civica,Biblioteca civica,Piazza Europa 13,Piazza Europa 13,,15060,Borghetto di Borbera,006018,Alessandria,006,AL,PIEMONTE,44.7309963,8.9452855,False,Accessibile,Comune,Pubblica,Comune di Borghetto di Borbera,,44.7309963,8.9452855,valid_world_range
IT-AL0016,,,,,,2023,2023-12-22,Biblioteca civica Pio e Ildegarda Occella,Biblioteca civica Pio e Ildegarda Occella,Via L. Verde 2,Via L. Verde 2,,15062,Bosco Marengo,006021,Alessandria,006,AL,PIEMONTE,44.822143,8.676652,False,Non accessibile,Comune,Pubblica,Comune di Bosco Marengo,,44.822143,8.676652,valid_world_range
IT-AL0017,,,,,,2023,2023-12-22,"Biblioteca civica ""Giancarlo Merlo""","Biblioteca civica ""Giancarlo Merlo""",Via Umberto I,Via Umberto I,,15060,Bosio,006022,Alessandria,006,AL,PIEMONTE,44.6469431,8.7911112,False,Non accessibile,Comune,Pubblica,Comune di Bosio,,44.6469431,8.7911112,valid_world_range
IT-AL0020,,,,,,2023,2023-12-22,Biblioteca G. Ferraro,Biblioteca G. Ferraro,Piazza Vittorio Emanuele II 7,Piazza Vittorio Emanuele II 7,,15071,Carpeneto,006033,Alessandria,006,AL,PIEMONTE,44.6771406,8.6065492,False,Parzialmente accessibile,Comune,Pubblica,Comune di Carpeneto,,44.6771406,8.6065492,valid_world_range
IT-AL0021,,,,,,2023,2023-12-22,Biblioteca civica Barco Fedele,Biblioteca civica Barco Fedele,Piazza San Carlo 8,Piazza San Carlo 8,,15072,Casal Cermelli,006037,Alessandria,006,AL,PIEMONTE,44.8351618,8.6260029,False,Non accessibile,Comune,Pubblica,Comune di Casal Cermelli,,44.8351618,8.6260029,valid_world_range
IT-AL0023,,,,,,,,Biblioteca dell'UNICEM,Biblioteca dell'UNICEM,,,,15033,Casale Monferrato,006039,Alessandria,006,AL,PIEMONTE,45.1263017,8.4690695,,,NON SPECIFICATA,NON SPECIFICATA,UNICEM,Biblioteca non più esistente,45.1263017,8.4690695,valid_world_range
IT-AL0024,TO0L2,,CEI514B00002,,,,2025-12-02,Biblioteca del Seminario vescovile,Biblioteca del Seminario vescovile,Piazza Nazari di Calabiana 1,Piazza Nazari di Calabiana 1,,15033,Casale Monferrato,006039,Alessandria,006,AL,PIEMONTE,45.1375789,8.4549355,False,Accessibile,Enti ecclesiastici,Importante non specializzata,"Fondazione ""Biblioteca del Seminario""",,45.1375789,8.4549355,valid_world_range
IT-AL0026,,,,,,2023,2025-10-21,Biblioteca comunale,Biblioteca comunale,Piazza XXVI Aprile 8,Piazza XXVI Aprile 8,,15063,Cassano Spinola,006191,Alessandria,006,AL,PIEMONTE,44.766162,8.863507,False,Non accessibile,Comune,Pubblica,Comune di Cassano Spinola,,44.766162,8.863507,valid_world_range
IT-AL0027,TO0Q2,,,,,2023,2025-02-24,"Biblioteca civica ""Ettore Amerio""","Biblioteca civica ""Ettore Amerio""",Piazzetta San Giacomo 1,Piazzetta San Giacomo 1,,15016,Cassine,006043,Alessandria,006,AL,PIEMONTE,44.748377,8.524317,False,Parzialmente accessibile,Comune,Pubblica,Comune di Cassine,,44.748377,8.524317,valid_world_range
IT-AL0029,TO0I2,,,,,2021,2026-07-13,Biblioteca civica,Biblioteca civica,Via G. L. Montebruno 22,Via G. L. Montebruno 22,,15050,Castellar Guidobono,006046,Alessandria,006,AL,PIEMONTE,44.9064558,8.947297299999999,False,,Comune,Pubblica,Comune di Castellar Guidobono,Temporaneamente chiusa,44.9064558,8.947297299999999,valid_world_range
IT-AL0030,TO0UK,,,,,2023,2023-12-22,Biblioteca civica Francesco Poggio,Biblioteca civica Francesco Poggio,Via XXV Aprile 134,Via XXV Aprile 134,,15073,Castellazzo Bormida,006047,Alessandria,006,AL,PIEMONTE,44.845487,8.576870999999999,False,Accessibile,Comune,Pubblica,Comune di Castellazzo Bormida,,44.845487,8.576870999999999,valid_world_range
IT-AL0031,TO0KW,,,,,2023,2026-08-12,Biblioteca civica comunale,Biblioteca civica comunale,Piazza G. Marconi 1,Piazza G. Marconi 1,,15060,Castelletto d'Orba,006049,Alessandria,006,AL,PIEMONTE,44.6703782,8.7298766,False,Accessibile,Comune,Pubblica,Comune di Castelletto d'Orba,,44.6703782,8.7298766,valid_world_range
IT-AL0032,,,,,,,,Biblioteca civica,Biblioteca civica,Via Roma 42,Via Roma 42,,15017,Castelnuovo Bormida,006052,Alessandria,006,AL,PIEMONTE,44.746248,8.551308,False,,Comune,Pubblica,Comune di Castelnuovo Bormida,Biblioteca non censita,44.746248,8.551308,valid_world_range
IT-AL0033,TO0KJ,,,,,2023,2025-02-18,Biblioteca comunale Pier Angelo Soldini,Biblioteca comunale Pier Angelo Soldini,Via Solferino 3,Via Solferino 3,,15053,Castelnuovo Scrivia,006053,Alessandria,006,AL,PIEMONTE,44.9808604,8.88033629999996,False,Parzialmente accessibile,Comune,Pubblica,Comune di Castelnuovo Scrivia,,44.9808604,8.88033629999996,valid_world_range
IT-AL0034,,,,,,2023,2023-12-22,Biblioteca civica,Biblioteca civica,Piazza Boccasso 3,Piazza Boccasso 3,,15070,Castelspina,006054,Alessandria,006,AL,PIEMONTE,44.8042668,8.5829296,False,Accessibile,Comune,Pubblica,Comune di Castelspina,,44.8042668,8.5829296,valid_world_range
IT-AL0036,TO0EB,,,,,2023,2023-12-22,Biblioteca civica,Biblioteca civica,Via Francia 12,Via Francia 12,,15034,Cella Monte,006056,Alessandria,006,AL,PIEMONTE,45.0741078,8.3918688,False,Non accessibile,Comune,Pubblica,Comune di Cella Monte,,45.0741078,8.3918688,valid_world_range
IT-AL0037,,,,,,2023,2023-12-22,Biblioteca civica,Biblioteca civica,Via Roma 32,Via Roma 32,,15020,Cereseto,006057,Alessandria,006,AL,PIEMONTE,45.0861082,8.3168437,False,Accessibile,Comune,Pubblica,Comune di Cereseto,,45.0861082,8.3168437,valid_world_range
IT-AL0038,TO0E7,,,,,2023,2023-12-22,Biblioteca civica,Biblioteca civica,Piazza Australia 5,Piazza Australia 5,,15030,Conzano,006061,Alessandria,006,AL,PIEMONTE,45.020452,8.456127,False,Parzialmente accessibile,Comune,Pubblica,Comune di Conzano,,45.020452,8.456127,valid_world_range
IT-AL0039,,,,,,2018,2020-01-16,Biblioteca civica,Biblioteca civica,piazza del Municipio   6,piazza del Municipio 6,,15040,Frassineto Po,006073,Alessandria,006,AL,PIEMONTE,45.134055,8.5360909,False,,Comune,Pubblica,Comune di Frassineto Po,Biblioteca non più esistente,45.134055,8.5360909,valid_world_range
IT-AL0040,,,,,,2023,2023-12-22,Biblioteca civica,Biblioteca civica,Via San Pio V 3,Via San Pio V 3,,15065,Frugarolo,006075,Alessandria,006,AL,PIEMONTE,44.8379796,8.6805468,False,Accessibile,Comune,Pubblica,Comune di Frugarolo,,44.8379796,8.6805468,valid_world_range
IT-AL0041,,,,,,2023,2023-12-22,Biblioteca civica,Biblioteca civica,Via Michele Pavaranza 37,Via Michele Pavaranza 37,,15043,Fubine Monferrato,006076,Alessandria,006,AL,PIEMONTE,44.9648757,8.4277281,False,Accessibile,Comune,Pubblica,Comune di Fubine,,44.9648757,8.4277281,valid_world_range
IT-AL0042,,,,,,2021,2022-02-07,Biblioteca civica Giovanni Canna,Biblioteca civica Giovanni Canna,Piazza Europa 4,Piazza Europa 4,,15020,Gabiano,006077,Alessandria,006,AL,PIEMONTE,45.1590286,8.1935431,False,,Comune,Pubblica,Comune di Gabiano,Biblioteca non più esistente,45.1590286,8.1935431,valid_world_range
IT-AL0046,TO0KC,,,,,2023,2025-02-19,Biblioteca civica Giuseppe Boffito,Biblioteca civica Giuseppe Boffito,"Via G. Garibaldi, 44","Via G. Garibaldi, 44",,15066,Gavi,006081,Alessandria,006,AL,PIEMONTE,44.6889274,8.8036272,False,Parzialmente accessibile,Comune,Pubblica,Comune di Gavi,,44.6889274,8.8036272,valid_world_range
IT-AL0047,TO0EU,,,,,2023,2023-12-22,Biblioteca comunale,Biblioteca comunale,Via Pasquarelli 2,Via Pasquarelli 2,,15036,Giarole,006082,Alessandria,006,AL,PIEMONTE,45.0594224,8.56782720000001,False,Accessibile,Comune,Pubblica,Comune di Giarole,,45.0594224,8.56782720000001,valid_world_range
IT-AL0048,,,,,,2023,2023-12-22,Biblioteca civica,Biblioteca civica,Piazza Canto degli Italiani 2,Piazza Canto degli Italiani 2,,00002,Mirabello Monferrato,006094,Alessandria,006,AL,PIEMONTE,45.0358204,8.5233311,False,Accessibile,Comune,Pubblica,Comune di Mirabello Monferrato,Temporaneamente chiusa,45.0358204,8.5233311,valid_world_range
IT-AL0049,,,,,,,2013-09-10,Biblioteca del Santuario di Nostra Signora delle Rocche,Biblioteca del Santuario di Nostra Signora delle Rocche,Santuario delle Rocche,Santuario delle Rocche,,15074,Molare,006095,Alessandria,006,AL,PIEMONTE,44.600758,8.5875915,True,,Enti ecclesiastici,Specializzata,Passionisti. Santuario di Nostra Signora delle Rocche,Biblioteca non censita,44.600758,8.5875915,valid_world_range
IT-AL0050,,,,,,2023,2025-10-01,Biblioteca civica,Biblioteca civica,Via Biagio Zerbino 2,Via Biagio Zerbino 2,,15074,Molare,006095,Alessandria,006,AL,PIEMONTE,44.6198401,8.5997789,False,Accessibile,Comune,Pubblica,Comune di Molare,,44.6198401,8.5997789,valid_world_range
IT-AL0053,,,,,,,2026-06-22,Biblioteca civica,Biblioteca civica,Via Boscogrosso 1,Via Boscogrosso 1,,15010,Montaldo Bormida,006104,Alessandria,006,AL,PIEMONTE,44.684205,8.591598,False,Accessibile,Comune,Pubblica,Comune di Montaldo Bormida,,44.684205,8.591598,valid_world_range
IT-AL0054,TO0Q7,,,,,2023,2023-12-22,Biblioteca civica,Biblioteca civica,Piazza della Ciminiera 1,Piazza della Ciminiera 1,,15010,Montechiaro d'Acqui,006106,Alessandria,006,AL,PIEMONTE,44.5991038,8.353051,False,Non accessibile,Comune,Pubblica,Comune di Montechiaro d'Acqui,,44.5991038,8.353051,valid_world_range
IT-AL0055,,,,,,2018,2020-01-16,Biblioteca civica Giuseppe Piotta,Biblioteca civica Giuseppe Piotta,via G. Marconi     1,via G. Marconi 1,,,Morano sul Po,006109,Alessandria,006,AL,PIEMONTE,45.1637146,8.3660303,False,,Comune,Pubblica,Comune di Morano sul Po,Biblioteca non più esistente,45.1637146,8.3660303,valid_world_range
IT-AL0056,TO0QL,,,,,2023,2023-12-22,Biblioteca civica Rosanna Benzi,Biblioteca civica Rosanna Benzi,Via Roma 1,Via Roma 1,,15010,Morbello,006110,Alessandria,006,AL,PIEMONTE,44.6035985,8.5102163,False,Parzialmente accessibile,Comune,Pubblica,Comune di Morbello,,44.6035985,8.5102163,valid_world_range
IT-AL0058,TO0Q8,,,,,2023,2023-12-22,Biblioteca civica,Biblioteca civica,Via Matteotti 10,Via Matteotti 10,,15010,Morsasco,006112,Alessandria,006,AL,PIEMONTE,44.6647895,8.550082200000002,False,Accessibile,Comune,Pubblica,Comune di Morsasco,,44.6647895,8.550082200000002,valid_world_range
IT-AL0059,,,,,,2018,2020-01-16,Biblioteca civica,Biblioteca civica,piazza della Vittoria   ,piazza della Vittoria,,,Murisengo Monferrato,006113,Alessandria,006,AL,PIEMONTE,45.0835502,8.1374019,False,,Comune,Pubblica,Comune di Murisengo,Biblioteca non più esistente,45.0835502,8.1374019,valid_world_range
IT-AL0060,TO033,,,,I-NLc,2023,2026-08-19,Biblioteca civica di Novi Ligure,Biblioteca civica di Novi Ligure,Via G. Marconi 66,Via G. Marconi 66,,15067,Novi Ligure,006114,Alessandria,006,AL,PIEMONTE,44.761213,8.782389,False,Accessibile,Comune,Pubblica,Comune di Novi Ligure,,44.761213,8.782389,valid_world_range
IT-AL0062,TO0ED,,,,,2023,2023-12-22,"Biblioteca Civica ""Maestro Angelo Debernardis""","Biblioteca Civica ""Maestro Angelo Debernardis""",Piazza Carlo Alberto 1,Piazza Carlo Alberto 1,,15040,Occimiano,006115,Alessandria,006,AL,PIEMONTE,45.0599293,8.5068152,False,Accessibile,Comune,Pubblica,Comune di Occimiano,,45.0599293,8.5068152,valid_world_range
IT-AL0063,,,,,,2023,2023-12-22,Biblioteca civica,Biblioteca civica,Piazza S. Defendente 2,Piazza S. Defendente 2,,00002,Odalengo Grande,006116,Alessandria,006,AL,PIEMONTE,45.1093802,8.1666328,False,Accessibile,Comune,Pubblica,Comune di Odalengo Grande,Temporaneamente chiusa,45.1093802,8.1666328,valid_world_range
