entityType,localEntity,identifier,externalResource,predicate
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AG0001,IT-AG0001,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0001&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AG0005,IT-AG0005,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0005&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AG0006,IT-AG0006,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0006&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AG0007,IT-AG0007,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0007&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AG0008,IT-AG0008,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0008&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AG0009,IT-AG0009,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0009&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AG0010,IT-AG0010,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0010&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AG0011,IT-AG0011,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0011&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AG0012,IT-AG0012,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0012&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AG0014,IT-AG0014,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0014&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AG0016,IT-AG0016,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0016&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AG0017,IT-AG0017,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0017&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AG0018,IT-AG0018,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0018&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AG0019,IT-AG0019,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0019&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AG0020,IT-AG0020,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0020&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AG0021,IT-AG0021,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0021&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AG0022,IT-AG0022,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0022&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AG0024,IT-AG0024,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0024&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AG0025,IT-AG0025,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0025&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AG0027,IT-AG0027,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0027&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AG0028,IT-AG0028,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0028&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AG0029,IT-AG0029,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0029&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AG0030,IT-AG0030,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0030&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AG0031,IT-AG0031,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0031&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AG0033,IT-AG0033,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0033&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AG0034,IT-AG0034,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0034&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AG0036,IT-AG0036,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0036&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AG0037,IT-AG0037,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0037&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AG0038,IT-AG0038,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0038&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AG0039,IT-AG0039,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0039&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AG0040,IT-AG0040,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0040&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AG0041,IT-AG0041,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0041&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AG0042,IT-AG0042,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0042&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AG0043,IT-AG0043,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0043&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AG0044,IT-AG0044,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0044&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AG0045,IT-AG0045,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0045&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AG0046,IT-AG0046,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0046&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AG0047,IT-AG0047,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0047&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AG0048,IT-AG0048,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0048&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AG0049,IT-AG0049,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0049&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AG0050,IT-AG0050,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0050&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AG0051,IT-AG0051,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0051&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AG0052,IT-AG0052,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0052&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AG0054,IT-AG0054,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0054&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AG0055,IT-AG0055,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0055&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AG0058,IT-AG0058,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0058&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AG0059,IT-AG0059,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0059&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AG0060,IT-AG0060,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0060&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AG0061,IT-AG0061,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0061&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AG0062,IT-AG0062,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0062&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AG0064,IT-AG0064,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0064&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AG0065,IT-AG0065,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0065&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AG0066,IT-AG0066,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0066&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AG0067,IT-AG0067,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0067&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AG0068,IT-AG0068,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0068&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AG0069,IT-AG0069,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0069&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AG0070,IT-AG0070,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0070&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AG0071,IT-AG0071,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0071&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AG0072,IT-AG0072,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0072&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AG0073,IT-AG0073,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0073&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AG0074,IT-AG0074,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0074&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AG0075,IT-AG0075,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0075&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AG0078,IT-AG0078,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0078&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AG0079,IT-AG0079,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0079&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AG0080,IT-AG0080,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0080&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AG0085,IT-AG0085,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0085&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AG0087,IT-AG0087,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0087&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AG0089,IT-AG0089,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0089&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AG0090,IT-AG0090,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0090&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AG0091,IT-AG0091,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0091&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AG0092,IT-AG0092,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0092&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AG0093,IT-AG0093,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0093&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AG0094,IT-AG0094,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0094&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AG0095,IT-AG0095,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0095&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AG0096,IT-AG0096,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0096&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AG0097,IT-AG0097,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0097&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AG0098,IT-AG0098,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0098&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AG0099,IT-AG0099,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0099&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AG0134,IT-AG0134,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0134&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AG0135,IT-AG0135,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0135&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AG0136,IT-AG0136,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0136&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AG0137,IT-AG0137,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0137&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AG0138,IT-AG0138,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0138&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AG0139,IT-AG0139,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AG0139&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AL0001,IT-AL0001,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AL0001&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AL0002,IT-AL0002,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AL0002&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AL0003,IT-AL0003,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AL0003&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AL0004,IT-AL0004,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AL0004&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AL0005,IT-AL0005,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AL0005&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AL0006,IT-AL0006,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AL0006&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AL0007,IT-AL0007,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AL0007&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AL0008,IT-AL0008,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AL0008&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AL0009,IT-AL0009,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AL0009&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AL0011,IT-AL0011,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AL0011&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AL0013,IT-AL0013,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AL0013&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AL0014,IT-AL0014,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AL0014&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AL0015,IT-AL0015,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AL0015&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AL0016,IT-AL0016,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AL0016&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AL0017,IT-AL0017,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AL0017&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AL0020,IT-AL0020,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AL0020&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AL0021,IT-AL0021,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AL0021&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AL0023,IT-AL0023,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AL0023&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AL0024,IT-AL0024,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AL0024&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AL0026,IT-AL0026,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AL0026&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AL0027,IT-AL0027,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AL0027&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AL0029,IT-AL0029,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AL0029&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AL0030,IT-AL0030,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AL0030&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AL0031,IT-AL0031,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AL0031&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AL0032,IT-AL0032,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AL0032&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AL0033,IT-AL0033,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AL0033&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AL0034,IT-AL0034,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AL0034&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AL0036,IT-AL0036,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AL0036&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AL0037,IT-AL0037,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AL0037&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AL0038,IT-AL0038,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AL0038&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AL0039,IT-AL0039,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AL0039&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AL0040,IT-AL0040,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AL0040&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AL0041,IT-AL0041,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AL0041&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AL0042,IT-AL0042,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AL0042&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
Library,https://biblioteche-fantasma.invalid/resource/library/IT-AL0046,IT-AL0046,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-AL0046&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso
