library,isil,libraryName,municipality,municipalityName,region,statusCode,population2019,population2025,changePercent
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-RO0008,IT-RO0008,Biblioteca comunale,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/029007,Bosaro,VENETO,TEMPORANEAMENTE_CHIUSA,1465,1400,-4.436860068259386
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-CB0005,IT-CB0005,Biblioteca comunale,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/070005,Busso,MOLISE,TEMPORANEAMENTE_CHIUSA,1210,1157,-4.380165289256198
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-PG0169,IT-PG0169,Biblioteca dell'Accademia degli Ottusi,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/054051,Spoleto,UMBRIA,TEMPORANEAMENTE_CHIUSA,37630,35983,-4.376826999734255
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-KR0022,IT-KR0022,Biblioteca comunale,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/101025,Strongoli,CALABRIA,TEMPORANEAMENTE_CHIUSA,6426,6145,-4.3728602552131965
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-SS0135,IT-SS0135,Biblioteca del Gruppo speleologico sassarese,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/090064,Sassari,SARDEGNA,INAGIBILE,125998,120510,-4.355624692455436
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-SS0136,IT-SS0136,"Biblioteca della Soprintendenza Archeologia, Belle Arti e Paesaggio per Le Province di Sassari e Nuoro",https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/090064,Sassari,SARDEGNA,TEMPORANEAMENTE_CHIUSA,125998,120510,-4.355624692455436
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-CS0044,IT-CS0044,Biblioteca civica di Cosenza,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/078045,Cosenza,CALABRIA,TEMPORANEAMENTE_CHIUSA,66102,63240,-4.329672324589271
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-CS0824,IT-CS0824,Biblioteca dell'Accademia Cosentina,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/078045,Cosenza,CALABRIA,TEMPORANEAMENTE_CHIUSA,66102,63240,-4.329672324589271
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-TO0093,IT-TO0093,Biblioteca civica,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/001102,Feletto,PIEMONTE,TEMPORANEAMENTE_CHIUSA,2242,2145,-4.326494201605709
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-BR0043,IT-BR0043,Biblioteca forense avv. Carlo Monticelli - Brindisi,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/074001,Brindisi,PUGLIA,TEMPORANEAMENTE_CHIUSA,85397,81723,-4.302258861552514
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-RC0121,IT-RC0121,Centro di documentazione Lilliput,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/080063,Reggio di Calabria,CALABRIA,TEMPORANEAMENTE_CHIUSA,176299,168779,-4.265480802500298
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-LC0004,IT-LC0004,"Biblioteca civica ""Fortunata Valsecchi""",https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/097034,Erve,LOMBARDIA,TEMPORANEAMENTE_CHIUSA,705,675,-4.25531914893617
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-TO0435,IT-TO0435,Biblioteca civica,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/001311,Vische,PIEMONTE,TEMPORANEAMENTE_CHIUSA,1248,1195,-4.246794871794872
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-SA0172,IT-SA0172,Biblioteca Comunale,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/065105,Ricigliano,CAMPANIA,TEMPORANEAMENTE_CHIUSA,1111,1064,-4.23042304230423
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-LT0006,IT-LT0006,Biblioteca comunale,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/059003,Campodimele,LAZIO,TEMPORANEAMENTE_CHIUSA,581,557,-4.130808950086059
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-BI0011,IT-BI0011,Biblioteca civica,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/096047,Ponderano,PIEMONTE,TEMPORANEAMENTE_CHIUSA,3784,3629,-4.0961945031712474
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-AL0309,IT-AL0309,Biblioteca dell'Istituto di istruzione superiore Cesare Balbo,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/006039,Casale Monferrato,PIEMONTE,TEMPORANEAMENTE_CHIUSA,33806,32428,-4.076199491214577
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-IS0057,IT-IS0057,Biblioteca comunale,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/094023,Isernia,MOLISE,TEMPORANEAMENTE_CHIUSA,21400,20529,-4.070093457943925
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-AV0014,IT-AV0014,Biblioteca Comunale Salvatore Pescatori,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/064009,Bagnoli Irpino,CAMPANIA,TEMPORANEAMENTE_CHIUSA,3121,2994,-4.0692085869913495
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-SV0009,IT-SV0009,"Biblioteca civica ""Maria Ferrua Testore""",https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/009008,Balestrino,LIGURIA,TEMPORANEAMENTE_CHIUSA,542,520,-4.059040590405904
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-VE0163,IT-VE0163,Biblioteca della Fondazione Giuseppe Corazzin,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/027042,Venezia,VENETO,TEMPORANEAMENTE_CHIUSA,259961,249490,-4.027911879089556
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-VE0237,IT-VE0237,"Biblioteca dell'Istituto veneto di scienze, lettere ed arti",https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/027042,Venezia,VENETO,TEMPORANEAMENTE_CHIUSA,259961,249490,-4.027911879089556
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-VE0275,IT-VE0275,Biblioteca del Comitato veneziano della Società Dante Alighieri,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/027042,Venezia,VENETO,TEMPORANEAMENTE_CHIUSA,259961,249490,-4.027911879089556
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-VE0312,IT-VE0312,Biblioteca di Cultura Veneta Paola di Rosa Settembrini di Mestre,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/027042,Venezia,VENETO,TEMPORANEAMENTE_CHIUSA,259961,249490,-4.027911879089556
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-CB0081,IT-CB0081,Biblioteca del Centro di lettura,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/070059,Ripalimosani,MOLISE,TEMPORANEAMENTE_CHIUSA,3110,2985,-4.019292604501608
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-FC0069,IT-FC0069,Biblioteca comunale,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/040049,Tredozio,EMILIA-ROMAGNA,TEMPORANEAMENTE_CHIUSA,1145,1099,-4.017467248908297
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-TO0136,IT-TO0136,Biblioteca civica,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/001159,Montalenghe,PIEMONTE,TEMPORANEAMENTE_CHIUSA,998,958,-4.008016032064128
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-TE0012,IT-TE0012,Biblioteca comunale,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/067026,Isola del Gran Sasso d'Italia,ABRUZZO,TEMPORANEAMENTE_CHIUSA,4623,4438,-4.00173047804456
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-SA0225,IT-SA0225,Biblioteca scolastica del Liceo scientifico statale di Scafati,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/065137,Scafati,CAMPANIA,TEMPORANEAMENTE_CHIUSA,49627,47667,-3.949462993934753
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-ME0394,IT-ME0394,"Biblioteca comunale ""Salvatore Pugliatti""",https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/083064,Pace del Mela,SICILIA,TEMPORANEAMENTE_CHIUSA,6219,5974,-3.939540118990191
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-FG0076,IT-FG0076,Biblioteca comunale,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/071040,Poggio Imperiale,PUGLIA,TEMPORANEAMENTE_CHIUSA,2618,2516,-3.896103896103896
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-GR0038,IT-GR0038,Biblioteca comunale,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/053028,Semproniano,TOSCANA,TEMPORANEAMENTE_CHIUSA,1061,1020,-3.8642789820923658
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-CB0004,IT-CB0004,Biblioteca pubblica comunale,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/070003,Bojano,MOLISE,TEMPORANEAMENTE_CHIUSA,7856,7554,-3.844195519348269
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-TR0082,IT-TR0082,Biblioteca Arpa Umbria - Agenzia regionale per la protezione ambientale,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/055032,Terni,UMBRIA,TEMPORANEAMENTE_CHIUSA,110554,106310,-3.8388479837907266
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-TV0187,IT-TV0187,Biblioteca della Fondazione Francesco Fabbri,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/026057,Pieve di Soligo,VENETO,TEMPORANEAMENTE_CHIUSA,11953,11500,-3.789843553919518
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-AV0209,IT-AV0209,Biblioteca Mons Militum,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/064059,Montemiletto,CAMPANIA,TEMPORANEAMENTE_CHIUSA,5249,5052,-3.7530958277767192
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-SS0032,IT-SS0032,Biblioteca comunale,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/090040,Monteleone Rocca Doria,SARDEGNA,TEMPORANEAMENTE_CHIUSA,107,103,-3.7383177570093453
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-AQ0077,IT-AQ0077,Biblioteca comunale,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/066060,Ofena,ABRUZZO,TEMPORANEAMENTE_CHIUSA,457,440,-3.7199124726477026
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-PA0160,IT-PA0160,"Biblioteca di ingegneria civile, ambientale, aerospaziale, dei materiali. Ingegneria idraulica. Università degli studi di Palermo",https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/082053,Palermo,SICILIA,TEMPORANEAMENTE_CHIUSA,652720,628693,-3.681057727662704
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-PA0162,IT-PA0162,Biblioteca policentrica di medicina e chirurgia. Fisiologia umana. Università degli studi di Palermo,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/082053,Palermo,SICILIA,TEMPORANEAMENTE_CHIUSA,652720,628693,-3.681057727662704
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-PA0237,IT-PA0237,Biblioteca dell'Associazione Università della terza età,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/082053,Palermo,SICILIA,TEMPORANEAMENTE_CHIUSA,652720,628693,-3.681057727662704
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-PA0472,IT-PA0472,Biblioteca biomedica della USL 61,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/082053,Palermo,SICILIA,TEMPORANEAMENTE_CHIUSA,652720,628693,-3.681057727662704
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-PA0474,IT-PA0474,Biblioteca dell'Istituto tecnico femminile S. Vincenzo,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/082053,Palermo,SICILIA,TEMPORANEAMENTE_CHIUSA,652720,628693,-3.681057727662704
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-PA0475,IT-PA0475,Biblioteca dell'Istituto regionale ricerca educativa - IRRE,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/082053,Palermo,SICILIA,TEMPORANEAMENTE_CHIUSA,652720,628693,-3.681057727662704
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-CZ0448,IT-CZ0448,Biblioteca Comunale,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/079008,Badolato,CALABRIA,TEMPORANEAMENTE_CHIUSA,2920,2813,-3.664383561643836
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-NO0153,IT-NO0153,Biblioteca civica,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/003047,Cavallirio,PIEMONTE,TEMPORANEAMENTE_CHIUSA,1340,1291,-3.656716417910448
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-PV0016,IT-PV0016,Biblioteca comunale,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/018032,Casatisma,LOMBARDIA,TEMPORANEAMENTE_CHIUSA,879,847,-3.6405005688282137
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-AQ0162,IT-AQ0162,"Biblioteca comunale ""Eugenio Maria Beranger""",https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/066036,Civitella Roveto,ABRUZZO,SERVIZI_SOSPESI_CAUSA_SISMA,3140,3026,-3.6305732484076434
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-FG0127,IT-FG0127,Biblioteca della Camera di Commercio di Foggia,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/071024,Foggia,PUGLIA,TEMPORANEAMENTE_CHIUSA,150652,145198,-3.6202639194965878
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-FG0199,IT-FG0199,Biblioteca della Fondazione dei Monti Uniti di Foggia,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/071024,Foggia,PUGLIA,TEMPORANEAMENTE_CHIUSA,150652,145198,-3.6202639194965878
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-CH0103,IT-CH0103,Biblioteca comunale,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/069085,Sant'Eusanio del Sangro,ABRUZZO,TEMPORANEAMENTE_CHIUSA,2333,2250,-3.557651093013288
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-AP0011,IT-AP0011,Biblioteca del Convento dei cappuccini,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/109006,Fermo,MARCHE,TEMPORANEAMENTE_CHIUSA,37034,35727,-3.5291893935302694
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-RC0084,IT-RC0084,Biblioteca comunale Antonio Renda,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/080093,Taurianova,CALABRIA,TEMPORANEAMENTE_CHIUSA,15253,14722,-3.4812823706811775
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-NA0194,IT-NA0194,Biblioteca comunale,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/063070,San Sebastiano al Vesuvio,CAMPANIA,TEMPORANEAMENTE_CHIUSA,8928,8619,-3.461021505376344
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-IM0007,IT-IM0007,Biblioteca civica,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/008016,Ceriana,LIGURIA,TEMPORANEAMENTE_CHIUSA,1129,1090,-3.454384410983171
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-SI0033,IT-SI0033,Biblioteca comunale,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/052024,Radicofani,TOSCANA,TEMPORANEAMENTE_CHIUSA,1081,1044,-3.4227567067530065
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-CS0840,IT-CS0840,Biblioteca Comunale Italo Ferri,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/078014,Belsito,CALABRIA,TEMPORANEAMENTE_CHIUSA,914,883,-3.391684901531729
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-RM2110,IT-RM2110,Biblioteca della bicicletta Lucos Cozza,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/058013,Bracciano,LAZIO,TEMPORANEAMENTE_CHIUSA,19022,18379,-3.380296498790874
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-IS0049,IT-IS0049,Biblioteca comunale Alfonso Perrella,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/094005,Cantalupo nel Sannio,MOLISE,TEMPORANEAMENTE_CHIUSA,748,723,-3.342245989304813
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-FM0047,IT-FM0047,Biblioteca comunale,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/109005,Falerone,MARCHE,TEMPORANEAMENTE_CHIUSA,3275,3166,-3.3282442748091605
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-SA0256,IT-SA0256,Mediateca comunale Marte,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/065037,Cava de' Tirreni,CAMPANIA,TEMPORANEAMENTE_CHIUSA,51494,49793,-3.303297471550083
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-SR0019,IT-SR0019,Biblioteca Historica. Museo di Cavalleria e d'Africa,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/089017,Siracusa,SICILIA,TEMPORANEAMENTE_CHIUSA,119710,115776,-3.2862751649820403
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-SR0090,IT-SR0090,Biblioteca dell'AVIS Comunale di Siracusa ,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/089017,Siracusa,SICILIA,TEMPORANEAMENTE_CHIUSA,119710,115776,-3.2862751649820403
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-RC0035,IT-RC0035,Biblioteca comunale G. Incorpora,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/080043,Locri,CALABRIA,TEMPORANEAMENTE_CHIUSA,12273,11870,-3.2836307341318345
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-FR0121,IT-FR0121,Biblioteca comunale,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/060008,Arce,LAZIO,TEMPORANEAMENTE_CHIUSA,5570,5388,-3.267504488330341
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-RI0028,IT-RI0028,Biblioteca comunale Cherubini,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/057014,Castelnuovo di Farfa,LAZIO,TEMPORANEAMENTE_CHIUSA,1016,983,-3.2480314960629917
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-CR0015,IT-CR0015,Biblioteca comunale,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/019009,Calvatone,LOMBARDIA,TEMPORANEAMENTE_CHIUSA,1187,1149,-3.201347935973041
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-BL0066,IT-BL0066,Biblioteca comunale di Soverzene,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/025057,Soverzene,VENETO,TEMPORANEAMENTE_CHIUSA,375,363,-3.2
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-TR0277,IT-TR0277,Biblioteca comunale,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/055012,Ferentillo,UMBRIA,TEMPORANEAMENTE_CHIUSA,1847,1788,-3.1943692474282623
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-CA0028,IT-CA0028,Biblioteca militare di presidio del Comando Militare Esercito Sardegna,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/092009,Cagliari,SARDEGNA,TEMPORANEAMENTE_CHIUSA,151504,146692,-3.176153764917098
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-CA0039,IT-CA0039,Biblioteca della Deputazione di storia patria per la Sardegna,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/092009,Cagliari,SARDEGNA,TEMPORANEAMENTE_CHIUSA,151504,146692,-3.176153764917098
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-SV0125,IT-SV0125,Biblioteca dell'Istituto Secondario Superiore per i servizi alberghieri e della ristorazione A. Migliorini,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/009029,Finale Ligure,LIGURIA,TEMPORANEAMENTE_CHIUSA,11371,11012,-3.1571541641016623
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-SV0126,IT-SV0126,Biblioteca del Liceo Scientifico Arturo Issel,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/009029,Finale Ligure,LIGURIA,TEMPORANEAMENTE_CHIUSA,11371,11012,-3.1571541641016623
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-PD0212,IT-PD0212,Biblioteca comunale G. Franco Santi di Urbana,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/028095,Urbana,VENETO,TEMPORANEAMENTE_CHIUSA,2093,2027,-3.1533683707596754
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-AO0066,IT-AO0066,Biblioteca del Club Alpino Italiano - CAI,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/007003,Aosta,VALLE D'AOSTA/VALLÉE D'AOSTE,TEMPORANEAMENTE_CHIUSA,34169,33096,-3.140273347186046
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-PZ0136,IT-PZ0136,Biblioteca comunale,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/076083,Satriano di Lucania,BASILICATA,TEMPORANEAMENTE_CHIUSA,2307,2235,-3.1209362808842656
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-PR0134,IT-PR0134,Biblioteca comunale,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/034038,Terenzo,EMILIA-ROMAGNA,TEMPORANEAMENTE_CHIUSA,1189,1152,-3.1118587047939443
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-PV0384,IT-PV0384,Biblioteca comunale,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/018130,Rosasco,LOMBARDIA,TEMPORANEAMENTE_CHIUSA,570,553,-2.982456140350877
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-BL0041,IT-BL0041,BIBLIOTECA COMUNALE DI OSPITALE DI CADORE,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/025035,Ospitale di Cadore,VENETO,TEMPORANEAMENTE_CHIUSA,269,261,-2.973977695167286
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-CA0008,IT-CA0008,Biblioteca comunale,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/111006,Buggerru,SARDEGNA,TEMPORANEAMENTE_CHIUSA,1045,1014,-2.9665071770334928
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-TN0039,IT-TN0039,Biblioteca Gian Pietro Muratori,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/022050,Cavalese,TRENTINO-ALTO ADIGE/SÜDTIROL,TEMPORANEAMENTE_CHIUSA,4131,4010,-2.9290728637133867
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-VT0014,IT-VT0014,"Biblioteca comunale ""Alfredo Signoretti""",https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/056014,Capranica,LAZIO,TEMPORANEAMENTE_CHIUSA,6532,6341,-2.9240661359461115
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-FE0099,IT-FE0099,Biblioteca delle Gallerie d'Arte Moderna e Contemporanea,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/038008,Ferrara,EMILIA-ROMAGNA,TEMPORANEAMENTE_CHIUSA,132931,129081,-2.896239402396732
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-FE0112,IT-FE0112,"Videoteca - Biblioteca ""Vigor""",https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/038008,Ferrara,EMILIA-ROMAGNA,TEMPORANEAMENTE_CHIUSA,132931,129081,-2.896239402396732
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-FE0116,IT-FE0116,Biblioteca del Centro Studi S. Simone e Giuda,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/038008,Ferrara,EMILIA-ROMAGNA,TEMPORANEAMENTE_CHIUSA,132931,129081,-2.896239402396732
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-FE0162,IT-FE0162,Biblioteca di Medicina dell'Università degli studi di Ferrara,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/038008,Ferrara,EMILIA-ROMAGNA,TEMPORANEAMENTE_CHIUSA,132931,129081,-2.896239402396732
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-FE0177,IT-FE0177,Biblioteca scolastica De Pisis-Bonati,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/038008,Ferrara,EMILIA-ROMAGNA,SERVIZI_SOSPESI_CAUSA_SISMA,132931,129081,-2.896239402396732
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-FE0178,IT-FE0178,Biblioteca scolastica Boiardo,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/038008,Ferrara,EMILIA-ROMAGNA,TEMPORANEAMENTE_CHIUSA,132931,129081,-2.896239402396732
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-FE0333,IT-FE0333,Biblioteca Cardinale Francesco Carafa ,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/038008,Ferrara,EMILIA-ROMAGNA,TEMPORANEAMENTE_CHIUSA,132931,129081,-2.896239402396732
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-AT0057,IT-AT0057,Biblioteca del CEPROS Asti ONLUS Ettore e Teresa De Benedetti,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/005005,Asti,PIEMONTE,TEMPORANEAMENTE_CHIUSA,75591,73440,-2.845576854387427
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-AG0098,IT-AG0098,Biblioteca Comunale,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/084008,Camastra,SICILIA,TEMPORANEAMENTE_CHIUSA,2012,1955,-2.8330019880715707
