library,isil,libraryName,materialLabel,quantity
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-PC0003,IT-PC0003,Biblioteca ausiliaria degli Archivi storici diocesani. Sede di Bobbio,manoscritti,
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-MI0294,IT-MI0294,Biblioteca avvocato Giorgio Ambrosoli dell'Ordine degli avvocati di Milano,manoscritti,1
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-BO0221,IT-BO0221,Biblioteca capitolare,manoscritti,100
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-CH0143,IT-CH0143,Biblioteca capitolare,manoscritti,200
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-CN0119,IT-CN0119,Biblioteca capitolare,manoscritti,
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-FR0008,IT-FR0008,Biblioteca capitolare,manoscritti,
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-PT0016,IT-PT0016,Biblioteca capitolare,manoscritti,92
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-TE0002,IT-TE0002,Biblioteca capitolare,manoscritti,
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-TO0110,IT-TO0110,Biblioteca capitolare,manoscritti,129
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-VC0074,IT-VC0074,Biblioteca capitolare,manoscritti,260
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-PG0151,IT-PG0151,Biblioteca capitolare Dominicini,manoscritti,763
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-LU0020,IT-LU0020,Biblioteca capitolare Feliniana,manoscritti,315
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-MI1013,IT-MI1013,Biblioteca capitolare Paolo Angelo Ballerini,manoscritti,
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-UD0102,IT-UD0102,Biblioteca capitolare del Capitolo della Cattedrale di Santa Maria Annunziata,manoscritti,100
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-TV0111,IT-TV0111,Biblioteca capitolare del Duomo,manoscritti,112
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-MI0375,IT-MI0375,Biblioteca capitolare del Duomo di Monza,manoscritti,1836
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-FE0097,IT-FE0097,Biblioteca capitolare di S. Biagio,manoscritti,200
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-NO0053,IT-NO0053,Biblioteca capitolare di Santa Maria,manoscritti,164
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-RA0017,IT-RA0017,Biblioteca cardinale Gaetano Cicognani,manoscritti,150
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-CE0148,IT-CE0148,Biblioteca carmelitana Santissima Annunziata,manoscritti,1
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-NA0105,IT-NA0105,Biblioteca centrale della Facoltà di lettere e filosofia Adolfo Omodeo,manoscritti,11
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-VT0065,IT-VT0065,Biblioteca centrale della Provincia Agostiniana d'Italia,manoscritti,50
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-PA0064,IT-PA0064,Biblioteca centrale della Regione siciliana Alberto Bombace,manoscritti,15000
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-RM0318,IT-RM0318,Biblioteca centrale dello Stato Maggiore della Marina del Ministero della difesa,manoscritti,52
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-TS0141,IT-TS0141,Biblioteca centrale di medicina dell'Università degli studi di Trieste,manoscritti,6
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-CT0004,IT-CT0004,Biblioteca centrale diocesana,manoscritti,20
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-PD0232,IT-PD0232,Biblioteca centro studi sui Castelli,manoscritti,812
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-AR0070,IT-AR0070,Biblioteca città di Arezzo,manoscritti,645
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-AL0038,IT-AL0038,Biblioteca civica,manoscritti,1
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-AL0041,IT-AL0041,Biblioteca civica,manoscritti,15
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-AL0072,IT-AL0072,Biblioteca civica,manoscritti,2500
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-AL0095,IT-AL0095,Biblioteca civica,manoscritti,4
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-AL0099,IT-AL0099,Biblioteca civica,manoscritti,300
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-BI0018,IT-BI0018,Biblioteca civica,manoscritti,13700
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-CN0101,IT-CN0101,Biblioteca civica,manoscritti,50
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-CN0113,IT-CN0113,Biblioteca civica,manoscritti,2
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-CN0142,IT-CN0142,Biblioteca civica,manoscritti,60
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-CN0175,IT-CN0175,Biblioteca civica,manoscritti,1
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-CN0183,IT-CN0183,Biblioteca civica,manoscritti,90
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-CR0130,IT-CR0130,Biblioteca civica,manoscritti,255
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-CS0190,IT-CS0190,Biblioteca civica,manoscritti,90
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-FG0021,IT-FG0021,Biblioteca civica,manoscritti,20
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-IM0043,IT-IM0043,Biblioteca civica,manoscritti,62
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-NO0046,IT-NO0046,Biblioteca civica,manoscritti,500
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-NO0084,IT-NO0084,Biblioteca civica,manoscritti,48
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-NO0095,IT-NO0095,Biblioteca civica,manoscritti,2
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-NU0010,IT-NU0010,Biblioteca civica,manoscritti,27
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-PN0044,IT-PN0044,Biblioteca civica,manoscritti,2
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-RE0066,IT-RE0066,Biblioteca civica,manoscritti,1
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-TE0013,IT-TE0013,Biblioteca civica,manoscritti,1
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-TO0052,IT-TO0052,Biblioteca civica,manoscritti,12
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-TO0055,IT-TO0055,Biblioteca civica,manoscritti,1
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-TO0409,IT-TO0409,Biblioteca civica,manoscritti,10
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-TO0947,IT-TO0947,Biblioteca civica,manoscritti,5
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-VC0038,IT-VC0038,Biblioteca civica,manoscritti,60
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-VC0073,IT-VC0073,Biblioteca civica,manoscritti,600
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-VC0138,IT-VC0138,Biblioteca civica,manoscritti,500
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-SP0061,IT-SP0061,Biblioteca civica  Pagine e Pensieri,manoscritti,5
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-TO0135,IT-TO0135,"Biblioteca civica ""A. Arduino""",manoscritti,6
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-GE0169,IT-GE0169,"Biblioteca civica ""A. e A. Vago""",manoscritti,306
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-TN0008,IT-TN0008,"Biblioteca civica ""Bruno Emmert"" di Arco",manoscritti,53
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-SP0057,IT-SP0057,"Biblioteca civica ""Cesare Arzelà""",manoscritti,535
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-SP0002,IT-SP0002,"Biblioteca civica ""Cesare Bibolini""",manoscritti,1
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-SP0059,IT-SP0059,"Biblioteca civica ""Corrado Martinetti""",manoscritti,200
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-TO0068,IT-TO0068,"Biblioteca civica ""E. Riccardino""",manoscritti,100
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-VR0028,IT-VR0028,"Biblioteca civica ""Elisa Masini"" di Nogara",manoscritti,20490
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-TO0235,IT-TO0235,"Biblioteca civica ""Enrico de' Bartolomei""",manoscritti,120
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-IM0052,IT-IM0052,"Biblioteca civica ""Enzo e Nanda De Marchi""",manoscritti,10
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-TN0103,IT-TN0103,"Biblioteca civica ""G. Tartarotti"" di Rovereto",manoscritti,3491
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-CN0229,IT-CN0229,"Biblioteca civica ""Gallo Orsi""",manoscritti,20
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-BA0086,IT-BA0086,"Biblioteca civica ""Giacomo Tauro""",manoscritti,5
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-RI0070,IT-RI0070,"Biblioteca civica ""Giuseppe Cultrera""",manoscritti,50
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-IM0048,IT-IM0048,"Biblioteca civica ""Il Tiglio""",manoscritti,1
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-CN0136,IT-CN0136,"Biblioteca civica ""L. Ornato""",manoscritti,1
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-TO0425,IT-TO0425,"Biblioteca civica ""Luigi Martoia""",manoscritti,1
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-PR0031,IT-PR0031,"Biblioteca civica ""Mario Colombi Guidotti""",manoscritti,100
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-GE0004,IT-GE0004,"Biblioteca civica ""Niccolò Cuneo""",manoscritti,
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-CN0047,IT-CN0047,"Biblioteca civica ""Nicola e Beppe Milano""",manoscritti,50
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-CN0024,IT-CN0024,"Biblioteca civica ""Nuto Revelli"" di Cavallermaggiore",manoscritti,3
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-IM0004,IT-IM0004,"Biblioteca civica ""O. D'Oria""",manoscritti,4
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-SV0006,IT-SV0006,"Biblioteca civica ""P. Tambani""",manoscritti,35
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-VC0183,IT-VC0183,"Biblioteca civica ""Prof. Arnaldo Colombo""",manoscritti,100
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-AP0012,IT-AP0012,"Biblioteca civica ""Romolo Spezioli""",manoscritti,3127
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-TE0009,IT-TE0009,"Biblioteca civica ""Vincenzo Bindi""",manoscritti,5000
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-MI0377,IT-MI0377,Biblioteca civica 'Beppe Colombo',manoscritti,109
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-TO0130,IT-TO0130,Biblioteca civica 'Pasquale Cantone',manoscritti,20
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-TO0053,IT-TO0053,Biblioteca civica 'Rayneri-Berti',manoscritti,20
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-TO0175,IT-TO0175,Biblioteca civica - Fondazione Giuseppe Guiot Bourg,manoscritti,16200
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-BG0151,IT-BG0151,Biblioteca civica 13 Martiri,manoscritti,93
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-BG0237,IT-BG0237,Biblioteca civica Abate Carlo Cameroni,manoscritti,
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-SP0037,IT-SP0037,Biblioteca civica Andrea Doria,manoscritti,12
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-BG0026,IT-BG0026,Biblioteca civica Angelo Mai e Archivi storici,manoscritti,50751
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-CS0111,IT-CS0111,Biblioteca civica Angelo Masci,manoscritti,2
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-SV0038,IT-SV0038,Biblioteca civica Anton Giulio Barrili,manoscritti,600
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-RE0063,IT-RE0063,Biblioteca civica Antonio Urceo Codro,manoscritti,3
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-IM0038,IT-IM0038,Biblioteca civica Aprosiana,manoscritti,29
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-TS0013,IT-TS0013,Biblioteca civica Attilio Hortis,manoscritti,357
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-GE0008,IT-GE0008,Biblioteca civica Balbi,manoscritti,2
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-PU0027,IT-PU0027,Biblioteca civica Benedetto Passionei,manoscritti,1
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-GE0036,IT-GE0036,Biblioteca civica Berio,manoscritti,9028
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-VI0096,IT-VI0096,Biblioteca civica Bertoliana Palazzo San Giacomo,manoscritti,4070
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-TO0162,IT-TO0162,Biblioteca civica Camillo Alliaudi,manoscritti,125
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-AV0126,IT-AV0126,Biblioteca civica Can. Marciano De Leo,manoscritti,1
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-PV0071,IT-PV0071,Biblioteca civica Carlo Bonetta,manoscritti,426
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-TA0002,IT-TA0002,Biblioteca civica Carlo Natale,manoscritti,1
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-NO0054,IT-NO0054,Biblioteca civica Carlo Negroni,manoscritti,
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-NO0093,IT-NO0093,Biblioteca civica Carlo Torelli,manoscritti,10
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-TO0059,IT-TO0059,Biblioteca civica Carlo Trabucco,manoscritti,183
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-FG0023,IT-FG0023,Biblioteca civica Casalnuovo Monterotaro,manoscritti,70
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-BZ0004,IT-BZ0004,Biblioteca civica Cesare Battisti - Stadtbibliothek-Zentrale,manoscritti,150
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-PD0228,IT-PD0228,Biblioteca civica Contessa A. Dolfin Boldù di Este,manoscritti,162
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-SP0089,IT-SP0089,Biblioteca civica Corrado Martinetti - Sede distaccata di Marinella,manoscritti,200
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-TO0112,IT-TO0112,Biblioteca civica Costantino Nigra,manoscritti,75
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-TO0938,IT-TO0938,Biblioteca civica Dino Campana,manoscritti,4663
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-MS0011,IT-MS0011,Biblioteca civica Emanuele Gerini,manoscritti,25
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-GO0034,IT-GO0034,Biblioteca civica Falco Marin,manoscritti,
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-LI0018,IT-LI0018,Biblioteca civica Falesiana,manoscritti,1
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-VC0086,IT-VC0086,Biblioteca civica Farinone-Centa,manoscritti,1000
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-VC0061,IT-VC0061,Biblioteca civica Favorino Brunod,manoscritti,123
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-PD0001,IT-PD0001,Biblioteca civica Federico Talami di Abano Terme,manoscritti,1
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-AL0002,IT-AL0002,Biblioteca civica Francesca Calvo di Alessandria,manoscritti,266
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-SV0013,IT-SV0013,Biblioteca civica Francesco Cesare Rossi,manoscritti,20
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-SV0049,IT-SV0049,Biblioteca civica Fratelli Rosselli,manoscritti,149
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-RN0013,IT-RN0013,Biblioteca civica Gambalunga,manoscritti,1388
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-RN0024,IT-RN0024,Biblioteca civica Gambalunga - Cineteca comunale,manoscritti,55
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-BS0124,IT-BS0124,Biblioteca civica Giacinto Ubaldo Lanfranchi,manoscritti,20
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-VB0006,IT-VB0006,Biblioteca civica Gianfranco Contini,manoscritti,371
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-AT0051,IT-AT0051,Biblioteca civica Gigi Monticone,manoscritti,30
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-CS0134,IT-CS0134,Biblioteca civica Giorgio Leone,manoscritti,2
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-CN0013,IT-CN0013,Biblioteca civica Giovanni Arpino di Bra,manoscritti,301
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-CN0030,IT-CN0030,Biblioteca civica Giovanni Battista Adriani di Cherasco,manoscritti,180
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-AL0114,IT-AL0114,Biblioteca civica Giovanni Canna di Casale Monferrato,manoscritti,321
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-VC0046,IT-VC0046,Biblioteca civica Giovanni Faldella,manoscritti,3000
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-CN0055,IT-CN0055,Biblioteca civica Giovanni Ferrero,manoscritti,1500
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-CN0002,IT-CN0002,Biblioteca civica Giovanni Ferrero di Alba,manoscritti,1000
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-PN0071,IT-PN0071,Biblioteca civica Giovanni Sigalotti,manoscritti,1
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-SP0013,IT-SP0013,Biblioteca civica Giulio Bonfiglio,manoscritti,1
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-AL0046,IT-AL0046,Biblioteca civica Giuseppe Boffito,manoscritti,10
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-PZ0045,IT-PZ0045,Biblioteca civica Giuseppe De Lorenzo,manoscritti,500
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-LC0031,IT-LC0031,Biblioteca civica Giuseppe Panzeri,manoscritti,3
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-CN0264,IT-CN0264,Biblioteca civica Giuseppe Peano - sezione esterna,manoscritti,4259
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-UD0026,IT-UD0026,Biblioteca civica Glemonense 'don Valentino Baldissera',manoscritti,154
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-VC0016,IT-VC0016,Biblioteca civica Guido Secreto,manoscritti,1
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-CO0055,IT-CO0055,Biblioteca civica L. Santucci,manoscritti,2000
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-GE0168,IT-GE0168,Biblioteca civica Lascito Cuneo,manoscritti,1000
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-IM0019,IT-IM0019,Biblioteca civica Leonardo Lagorio,manoscritti,848
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-CN0149,IT-CN0149,Biblioteca civica Lidia Beccaria Rolfi di Saluzzo,manoscritti,20
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-PV0188,IT-PV0188,Biblioteca civica Lucio Mastronardi,manoscritti,7
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-CN0103,IT-CN0103,Biblioteca civica Luigi Baccolo,manoscritti,23
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-BA0088,IT-BA0088,Biblioteca civica Maria Marangelli,manoscritti,5
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-VR0098,IT-VR0098,Biblioteca civica Mario Donadoni di Bovolone,manoscritti,50
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-FG0125,IT-FG0125,Biblioteca civica Michele Lecce,manoscritti,
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-PN0051,IT-PN0051,Biblioteca civica Multimediale,manoscritti,3
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-TO0072,IT-TO0072,Biblioteca civica Nicolò e Paola Francone,manoscritti,29
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-AL0080,IT-AL0080,Biblioteca civica Norberto Bobbio,manoscritti,1
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-LE0110,IT-LE0110,Biblioteca civica Paolo Stomeo,manoscritti,100
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-SO0047,IT-SO0047,Biblioteca civica Paolo e Paola Maria Arcari,manoscritti,4893
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-FE0004,IT-FE0004,Biblioteca civica Patrimonio Studi,manoscritti,10
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-TA0021,IT-TA0021,Biblioteca civica Pietro Acclavio,manoscritti,33
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-SV0017,IT-SV0017,Biblioteca civica Pietro Costa,manoscritti,2
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-SO0040,IT-SO0040,Biblioteca civica Pio Rajna,manoscritti,2851
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-AL0016,IT-AL0016,Biblioteca civica Pio e Ildegarda Occella,manoscritti,4
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-BA0104,IT-BA0104,Biblioteca civica Prospero Rendella,manoscritti,10
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-IM0036,IT-IM0036,Biblioteca civica Rambaldi,manoscritti,10
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-PV0190,IT-PV0190,Biblioteca civica Ricottiana,manoscritti,5
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-TP0001,IT-TP0001,Biblioteca civica Sebastiano Bagolino,manoscritti,200
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-SV0003,IT-SV0003,Biblioteca civica Simonetta Comanedi,manoscritti,1
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-MS0026,IT-MS0026,Biblioteca civica Stefano Giampaoli,manoscritti,60
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-CN0053,IT-CN0053,Biblioteca civica Teologo Costantino Dalmasso,manoscritti,40
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-AL0100,IT-AL0100,Biblioteca civica Tommaso de Ocheda di Tortona,manoscritti,400
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-AL0073,IT-AL0073,Biblioteca civica Tommaso e Angiolina Battaglia,manoscritti,3000
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-SP0032,IT-SP0032,Biblioteca civica Ubaldo Mazzini,manoscritti,1000
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-LC0035,IT-LC0035,Biblioteca civica Uberto Pozzoli,manoscritti,313
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-CS0026,IT-CS0026,Biblioteca civica Umberto Caldora,manoscritti,253
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-GE0295,IT-GE0295,Biblioteca civica Umberto Fracchia,manoscritti,
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-VI0092,IT-VI0092,Biblioteca civica Villa Valle Comune di Valdagno,manoscritti,18
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-FG0058,IT-FG0058,Biblioteca civica Vincenzo De Luca,manoscritti,10
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-UD0106,IT-UD0106,Biblioteca civica Vincenzo Joppi,manoscritti,10004
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-TA0055,IT-TA0055,Biblioteca civica Vito Laterza,manoscritti,6
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-TO0240,IT-TO0240,Biblioteca civica centrale,manoscritti,1359
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-SV0016,IT-SV0016,Biblioteca civica del Centro studi Anton Giulio Barrili,manoscritti,113
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-BA0012,IT-BA0012,Biblioteca civica del museo storico,manoscritti,
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-FG0002,IT-FG0002,Biblioteca civica di Accadia,manoscritti,50
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-VI0005,IT-VI0005,Biblioteca civica di Bassano del Grappa,manoscritti,51022
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-BL0006,IT-BL0006,Biblioteca civica di Belluno,manoscritti,1471
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-BI0025,IT-BI0025,"Biblioteca civica di Biella ""Alfredo Frassati”",manoscritti,20
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-BL0012,IT-BL0012,Biblioteca civica di Cesiomaggiore,manoscritti,6
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-VE0007,IT-VE0007,"Biblioteca civica di Chioggia ""C. Sabbadino""",manoscritti,237
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-TV0128,IT-TV0128,Biblioteca civica di Conegliano,manoscritti,1
