library,isil,libraryName,municipality,municipalityName,istatCode,region
https://ameliamorsellino.github.io/biblioteche-fantasma/resource/library/IT-RM0267,IT-RM0267,Biblioteca nazionale centrale,https://ameliamorsellino.github.io/biblioteche-fantasma/resource/municipality/058091,Roma,058091,LAZIO
